strTemplate	intSpawnLimit	intMinDifficulty	intMaxDifficulty	intWeighting	intSize	intNumToSpawn	strTemplateToSpawn	strLairType	strBuildingType	intGCWFaction	intGCWThreshold	intGCWScoreType	strGCWSpecificRegion
s	i	i	i	i	i	i	s	s	s	i	i	i	s
object/tangible/lair/npc_lair.iff	-1	75	80	15	25			endor_boar_wolf_bloodfrenzied_lair_neutral_small					
object/tangible/lair/npc_lair.iff	-1	80	85	15	25			endor_panshee_revered_matriarch_neutral_medium_theater					
object/tangible/lair/npc_lair.iff	-1	80	85	15	25			endor_panshee_ritualist_neutral_small_theater					
object/tangible/lair/npc_lair.iff	-1	80	85	15	25			endor_panshee_weathered_shaman_neutral_medium_theater					
object/tangible/lair/npc_lair.iff	-1	80	85	15	25			endor_panshee_tribesman_neutral_none					
object/tangible/lair/npc_lair.iff	-1	80	85	15	25			endor_squall_elder_neutral_small					
object/tangible/lair/npc_lair.iff	-1	80	85	15	25			endor_mantigrue_hunter_neutral_none					
object/tangible/lair/npc_lair.iff	-1	80	85	15	25			endor_mantigrue_night_stalker_lair_neutral_small					
object/tangible/lair/npc_lair.iff	-1	80	85	15	25			endor_mantigrue_night_stalker_neutral_none					
object/tangible/lair/npc_lair.iff	-1	80	85	15	25			endor_mantigrue_reaper_lair_neutral_small					
object/tangible/lair/npc_lair.iff	-1	80	85	15	25			endor_hanadak_mature_neutral_small					
object/tangible/lair/npc_lair.iff	-1	80	85	15	25			endor_hanadak_rock_smasher_neutral_small					
object/tangible/lair/npc_lair.iff	-1	80	85	15	25			endor_squall_rabid_neutral_small					
object/tangible/lair/npc_lair.iff	-1	80	85	15	25			global_imp_stormtrooper_tier1		1	50	1	
object/tangible/lair/npc_lair.iff	-1	80	85	15	25			global_imp_scouttrooper_tier1		1	50	1
object/tangible/lair/npc_lair.iff	-1	80	85	15	25			global_imp_assaulttrooper_tier2		1	75	1
object/tangible/lair/npc_lair.iff	-1	80	85	15	25			global_imp_inquisitor_tier2		1	75	1
object/tangible/lair/npc_lair.iff	-1	80	85	15	25			global_imp_novatrooper_tier3		1	90	1
object/tangible/lair/npc_lair.iff	-1	80	85	15	25			global_reb_soldier_tier1		2	50	1
object/tangible/lair/npc_lair.iff	-1	80	85	15	25			global_reb_commando_tier1		2	50	1
object/tangible/lair/npc_lair.iff	-1	80	85	15	25			global_reb_assault_tier2		2	75	1
object/tangible/lair/npc_lair.iff	-1	80	85	15	25			global_reb_commando_tier2		2	75	1
object/tangible/lair/npc_lair.iff	-1	80	85	8	25			global_reb_atxt_tier3		2	90	1
object/tangible/lair/npc_lair.iff	-1	80	85	7	25			global_reb_trooper_tier3		2	90	1
