server_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	scripts	objvars
h	i	f	f	f	f	f	f	f	s	p
object/tangible/ground_spawning/area_spawner.iff	0	311.283	24.1176	488.844	-0.10575	0	0.994393	0	systems.combat.combat_mine_spawner	dungeonController|6|-9029999|mineCount|0|12|mineField.fieldRadius|2|9.000000|mineField.mineCount|0|3|mineField.mineRespawn|0|600|mineField.mineType|4|shrapnelMine|registerWithController|0|1|$|
object/tangible/ground_spawning/area_spawner.iff	0	473.746	23.2941	286.811	0.853485	0	-0.521118	0	systems.combat.combat_mine_spawner	dungeonController|6|-9029999|mineCount|0|24|mineField.fieldRadius|2|9.000000|mineField.mineCount|0|4|mineField.mineRespawn|0|600|mineField.mineType|4|shrapnelMine|registerWithController|0|1|$|
object/tangible/ground_spawning/area_spawner.iff	0	569.953	24.3876	653.264	0.938288	0	0.345856	0	systems.combat.combat_mine_spawner	dungeonController|6|-9029999|mineCount|0|14|mineField.fieldRadius|2|11.000000|mineField.mineCount|0|6|mineField.mineRespawn|0|600|mineField.mineType|4|concussionMine|registerWithController|0|1|$|
object/tangible/ground_spawning/area_spawner.iff	0	618.312	25.0151	756.671	0.980749	0	0.195273	0	systems.combat.combat_mine_spawner	dungeonController|6|-9029999|mineCount|0|16|mineField.fieldRadius|2|15.000000|mineField.mineCount|0|12|mineField.mineRespawn|0|600|mineField.mineType|4|shockMine|registerWithController|0|1|$|
object/tangible/ground_spawning/area_spawner.iff	0	575.667	24.1837	888.654	0.966322	0	0.257335	0	systems.combat.combat_mine_spawner	dungeonController|6|-9029999|mineCount|0|18|mineField.fieldRadius|2|11.000000|mineField.mineCount|0|24|mineField.mineRespawn|0|600|mineField.mineType|4|ApMine|minefield.mineCount|0|18|registerWithController|0|1|$|
object/tangible/ground_spawning/area_spawner.iff	0	387.721	26.4446	845.023	0.426905	0	0.904297	0	systems.combat.combat_mine_spawner	dungeonController|6|-9029999|mineField.fieldRadius|2|20.000000|mineField.mineCount|0|10|mineField.mineRespawn|0|600|mineField.mineType|4|HeMine|registerWithController|0|1|$|
object/tangible/ground_spawning/area_spawner.iff	0	465.53	24.4326	755.315	0.385874	0	0.922551	0	systems.combat.combat_mine_spawner	dungeonController|6|-9029999|mineCount|0|18|mineField.fieldRadius|2|22.000000|mineField.mineCount|0|13|mineField.mineRespawn|0|600|mineField.mineType|4|shockMine|registerWithController|0|1|$|
object/tangible/ground_spawning/area_spawner.iff	0	230.033	32.7715	812.863	0.999997	0	-0.00229871	0	systems.combat.combat_mine_spawner	dungeonController|6|-9029999|mineField.fieldRadius|2|10.000000|mineField.mineCount|0|12|mineField.mineRespawn|0|600|mineField.mineType|4|ApMine|registerWithController|0|1|$|
object/tangible/ground_spawning/area_spawner.iff	0	624.823	22.439	102.153	0.771607	0	-0.636099	0	systems.combat.combat_mine_spawner	dungeonController|6|-9029999|mineField.fieldRadius|2|12.000000|mineField.mineCount|0|14|mineField.mineRespawn|0|600|mineField.mineType|4|ApMine|registerWithController|0|1|$|
object/tangible/ground_spawning/area_spawner.iff	0	718.982	24.8666	182.62	0.999942	0	0.0107478	0	systems.combat.combat_mine_spawner	dungeonController|6|-9029999|mineField.fieldRadius|2|15.000000|mineField.mineCount|0|14|mineField.mineRespawn|0|600|mineField.mineType|4|IncindiaryMine|registerWithController|0|1|$|
object/tangible/ground_spawning/area_spawner.iff	0	652.003	23.2686	239.876	0.785102	0	-0.619366	0	systems.combat.combat_mine_spawner	dungeonController|6|-9029999|mineField.fieldRadius|2|20.000000|mineField.mineCount|0|25|mineField.mineRespawn|0|600|mineField.mineType|4|concussionMine|registerWithController|0|1|$|
object/tangible/ground_spawning/area_spawner.iff	0	558.7	23.2941	271.777	0.685006	0	0.728538	0	systems.combat.combat_mine_spawner	dungeonController|6|-9029999|mineField.fieldRadius|2|12.000000|mineField.mineCount|0|14|mineField.mineRespawn|0|600|mineField.mineType|4|shrapnelMine|registerWithController|0|1|$|
object/tangible/ground_spawning/area_spawner.iff	0	505.266	27.6028	348.338	0.390119	0	0.920764	0	systems.combat.combat_mine_spawner	dungeonController|6|-9029999|mineField.fieldRadius|2|16.000000|mineField.mineCount|0|24|mineField.mineRespawn|0|600|mineField.mineType|4|shockMine|registerWithController|0|1|$|
object/tangible/ground_spawning/area_spawner.iff	0	429.224	23.2941	331.45	0.481298	0	0.876557	0	systems.combat.combat_mine_spawner	dungeonController|6|-9029999|mineField.fieldRadius|2|15.000000|mineField.mineCount|0|13|mineField.mineRespawn|0|600|mineField.mineType|4|HeMine|registerWithController|0|1|$|
object/tangible/ground_spawning/area_spawner.iff	0	382.632	24.6596	373.49	0.771582	0	-0.63613	0	systems.combat.combat_mine_spawner	dungeonController|6|-9029999|mineField.fieldRadius|2|20.000000|mineField.mineCount|0|24|mineField.mineRespawn|0|600|mineField.mineType|4|concussionMine|registerWithController|0|1|$|
object/tangible/ground_spawning/area_spawner.iff	0	415.505	24.8393	554.167	0.756724	0	-0.653734	0	systems.combat.combat_mine_spawner	dungeonController|6|-9029999|mineField.fieldRadius|2|30.000000|mineField.mineCount|0|30|mineField.mineRespawn|0|600|mineField.mineType|4|HeMine|registerWithController|0|1|$|
object/tangible/ground_spawning/area_spawner.iff	0	501.001	23.7485	688.397	0.0721489	0	0.997394	0	systems.combat.combat_mine_spawner	dungeonController|6|-9029999|mineField.fieldRadius|2|18.000000|mineField.mineCount|0|18|mineField.mineRespawn|0|600|mineField.mineType|4|concussionMine|registerWithController|0|1|$|
object/tangible/ground_spawning/area_spawner.iff	0	690.981	28.2353	724.664	0.999335	0	-0.0364734	0	systems.combat.combat_mine_spawner	dungeonController|6|-9029999|mineField.fieldRadius|2|30.000000|mineField.mineCount|0|45|mineField.mineRespawn|0|600|mineField.mineType|4|IncindiaryMine|registerWithController|0|1|$|
object/tangible/ground_spawning/area_spawner.iff	0	723.839	24.1306	876.098	0.85982	0	-0.510597	0	systems.combat.combat_mine_spawner	dungeonController|6|-9029999|mineField.fieldRadius|2|15.000000|mineField.mineCount|0|24|mineField.mineRespawn|0|600|mineField.mineType|4|ApMine|registerWithController|0|1|$|
object/tangible/ground_spawning/area_spawner.iff	0	681.161	28.408	819.929	0.943828	0	-0.330438	0	systems.combat.combat_mine_spawner	dungeonController|6|-9029999|mineField.fieldRadius|2|40.000000|mineField.mineCount|0|30|mineField.mineRespawn|0|600|mineField.mineType|4|HeMine|registerWithController|0|1|$|
object/tangible/ground_spawning/area_spawner.iff	0	293.202	27.4118	907.902	0.974482	0	-0.224467	0	systems.combat.combat_mine_spawner	dungeonController|6|-9029999|mineField.fieldRadius|2|25.000000|mineField.mineCount|0|24|mineField.mineRespawn|0|600|mineField.mineType|4|IncindiaryMine|registerWithController|0|1|$|
object/tangible/ground_spawning/area_spawner.iff	0	708.745	24.6829	158.929	0.99416	0	0.107914	0	systems.spawning.spawner_area	dungeonController|6|-9029999|fltMaxSpawnTime|2|240.000000|fltMinSpawnTime|2|120.000000|fltRadius|2|2.000000|intCurrentSpawnCount|0|3|intSpawnCount|0|3|intSpawnSystem|0|1|registerWithController|0|1|strSpawnerType|4|area|strSpawns|4|kashyyyk/kash_blackscale_guard|$|
object/tangible/ground_spawning/area_spawner.iff	0	707.615	24.6241	271.037	0.997427	0	0.0716888	0	systems.spawning.spawner_area	dungeonController|6|-9029999|fltMaxSpawnTime|2|180.000000|fltMinSpawnTime|2|120.000000|fltRadius|2|2.000000|intCurrentSpawnCount|0|3|intSpawnCount|0|3|intSpawnSystem|0|1|registerWithController|0|1|strSpawnerType|4|area|strSpawns|4|kashyyyk/kash_blackscale_guard|$|
object/tangible/ground_spawning/area_spawner.iff	0	572.824	28.0655	743.116	0.997062	0	0.0765959	0	systems.spawning.spawner_area	dungeonController|6|-9029999|fltMaxSpawnTime|2|240.000000|fltMinSpawnTime|2|120.000000|fltRadius|2|20.000000|intCurrentSpawnCount|0|6|intSpawnCount|0|6|intSpawnSystem|0|1|registerWithController|0|1|strSpawnerType|4|area|strSpawns|4|kashyyyk/kash_blackscale_kamurith|$|
object/tangible/ground_spawning/area_spawner.iff	0	556.05	27.6072	777.051	0.80507	0	-0.59318	0	systems.spawning.spawner_area	dungeonController|6|-9029999|fltMaxSpawnTime|2|240.000000|fltMinSpawnTime|2|120.000000|fltRadius|2|30.000000|intCurrentSpawnCount|0|6|intSpawnCount|0|6|intSpawnSystem|0|1|registerWithController|0|1|strSpawnerType|4|area|strSpawns|4|kashyyyk/kash_blackscale_guard|$|
object/tangible/ground_spawning/area_spawner.iff	0	466.297	24.2418	834.603	0.968995	0	0.24708	0	systems.spawning.spawner_area	dungeonController|6|-9029999|fltMaxSpawnTime|2|240.000000|fltMinSpawnTime|2|120.000000|fltRadius|2|10.000000|intCurrentSpawnCount|0|6|intSpawnCount|0|6|intSpawnSystem|0|1|registerWithController|0|1|strSpawnerType|4|area|strSpawns|4|kashyyyk/kash_blackscale_trooper|$|
object/tangible/ground_spawning/area_spawner.iff	0	700.538	26.6894	785.03	0.20305	0	0.979168	0	systems.spawning.spawner_area	dungeonController|6|-9029999|fltMaxSpawnTime|2|240.000000|fltMinSpawnTime|2|120.000000|fltRadius|2|10.000000|intCurrentSpawnCount|0|4|intSpawnCount|0|5|intSpawnSystem|0|1|registerWithController|0|1|strSpawnerType|4|area|strSpawns|4|kashyyyk/kash_blackscale_enforcer|$|
object/tangible/ground_spawning/area_spawner.iff	0	394.712	24.9412	776.594	0.750742	0	0.660595	0	systems.spawning.spawner_area	dungeonController|6|-9029999|fltMaxSpawnTime|2|240.000000|fltMinSpawnTime|2|120.000000|fltRadius|2|4.000000|intCurrentSpawnCount|0|4|intSpawnCount|0|4|intSpawnSystem|0|1|registerWithController|0|1|strSpawnerType|4|area|strSpawns|4|kashyyyk/kash_blackscale_trooper|$|
object/tangible/ground_spawning/area_spawner.iff	0	397.104	25.2813	852.348	0.664942	0	0.746895	0	systems.spawning.spawner_area	dungeonController|6|-9029999|fltMaxSpawnTime|2|240.000000|fltMinSpawnTime|2|120.000000|fltRadius|2|10.000000|intCurrentSpawnCount|0|4|intSpawnCount|0|5|intSpawnSystem|0|1|registerWithController|0|1|strSpawnerType|4|area|strSpawns|4|kashyyyk/kash_blackscale_guard|$|
object/tangible/ground_spawning/area_spawner.iff	0	345.916	27.9012	914.377	0.345752	0	0.937678	0	systems.spawning.spawner_area	dungeonController|6|-9029999|fltMaxSpawnTime|2|240.000000|fltMinSpawnTime|2|120.000000|fltRadius|2|10.000000|intCurrentSpawnCount|0|3|intSpawnCount|0|5|intSpawnSystem|0|1|registerWithController|0|1|strSpawnerType|4|area|strSpawns|4|kashyyyk/kash_blackscale_enforcer|$|
object/tangible/ground_spawning/area_spawner.iff	0	247.227	27.8235	897.472	-0.413776	0	0.910379	0	systems.spawning.spawner_area	dungeonController|6|-9029999|fltMaxSpawnTime|2|240.000000|fltMinSpawnTime|2|120.000000|fltRadius|2|10.000000|intCurrentSpawnCount|0|3|intSpawnCount|0|5|intSpawnSystem|0|1|registerWithController|0|1|strSpawnerType|4|area|strSpawns|4|kashyyyk/kash_blackscale_assault|$|
object/tangible/ground_spawning/area_spawner.iff	0	201.27	30.0202	769.939	0.345498	0	0.93842	0	systems.spawning.spawner_area	dungeonController|6|-9029999|fltMaxSpawnTime|2|240.000000|fltMinSpawnTime|2|120.000000|fltRadius|2|10.000000|intCurrentSpawnCount|0|3|intSpawnCount|0|5|intSpawnSystem|0|1|registerWithController|0|1|strSpawnerType|4|area|strSpawns|4|kashyyyk/kash_blackscale_trooper|$|
object/tangible/ground_spawning/area_spawner.iff	0	254.641	35.6471	793.264	0.999843	0	-0.0177067	0	systems.spawning.spawner_area	dungeonController|6|-9029999|fltMaxSpawnTime|2|120.000000|fltMinSpawnTime|2|60.000000|fltRadius|2|1.000000|intCurrentSpawnCount|0|1|intSpawnCount|0|1|intSpawnSystem|0|1|registerWithController|0|1|strSpawnerType|4|area|strSpawns|4|kashyyyk/kash_blackscale_guard|$|
object/tangible/ground_spawning/area_spawner.iff	0	254.171	35.8136	825.598	0.999983	0	-0.00591212	0	systems.spawning.spawner_area	dungeonController|6|-9029999|fltMaxSpawnTime|2|120.000000|fltMinSpawnTime|2|60.000000|fltRadius|2|1.000000|intCurrentSpawnCount|0|1|intSpawnCount|0|1|intSpawnSystem|0|1|registerWithController|0|1|strSpawnerType|4|area|strSpawns|4|kashyyyk/kash_blackscale_guard|$|
object/tangible/ground_spawning/area_spawner.iff	0	317.833	35.6471	838.004	-0.689509	0	0.724277	0	systems.spawning.spawner_area	dungeonController|6|-9029999|fltMaxSpawnTime|2|300.000000|fltMinSpawnTime|2|120.000000|fltRadius|2|20.000000|intCurrentSpawnCount|0|1|intSpawnCount|0|6|intSpawnSystem|0|1|registerWithController|0|1|strSpawnerType|4|area|strSpawns|4|kashyyyk/kash_blackscale_assault|$|
