server_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	scripts	objvars
h	i	f	f	f	f	f	f	f	s	p
object/building/general/dungeon_avatar_platform.iff	0	450.2555	41.521	500.4547	1	0	0	0	theme_park.dungeon.space_dungeon_controller	isControllerObject|0|1|portalProperty.crc|0|-358624822|space_dungeon.is_active|0|1|space_dungeon.name|4|avatar_platform|space_dungeon.participants|0|0|space_dungeon.registered_objects|7|-12024999:|$|
object/cell/cell.iff	1	0	0	0	1	0	0	0		$|
object/cell/cell.iff	2	0	0	0	1	0	0	0		$|
object/cell/cell.iff	3	0	0	0	1	0	0	0		$|
object/cell/cell.iff	4	0	0	0	1	0	0	0		$|
object/cell/cell.iff	5	0	0	0	1	0	0	0		$|
object/cell/cell.iff	6	0	0	0	1	0	0	0		$|
object/cell/cell.iff	7	0	0	0	1	0	0	0		$|
object/cell/cell.iff	8	0	0	0	1	0	0	0		$|
object/cell/cell.iff	9	0	0	0	1	0	0	0		$|
object/cell/cell.iff	10	0	0	0	1	0	0	0		$|
object/cell/cell.iff	11	0	0	0	1	0	0	0		$|
object/cell/cell.iff	12	0	0	0	1	0	0	0		$|
object/cell/cell.iff	13	0	0	0	1	0	0	0		$|
object/cell/cell.iff	14	0	0	0	1	0	0	0		$|
object/cell/cell.iff	15	0	0	0	1	0	0	0		$|
object/cell/cell.iff	16	0	0	0	1	0	0	0		$|
object/cell/cell.iff	17	0	0	0	1	0	0	0		$|
object/cell/cell.iff	18	0	0	0	1	0	0	0		$|
object/cell/cell.iff	19	0	0	0	1	0	0	0		$|
object/cell/cell.iff	20	0	0	0	1	0	0	0		$|
object/cell/cell.iff	21	0	0	0	1	0	0	0		$|
object/cell/cell.iff	22	0	0	0	1	0	0	0		$|
object/cell/cell.iff	23	0	0	0	1	0	0	0		$|
object/cell/cell.iff	24	0	0	0	1	0	0	0		$|
object/cell/cell.iff	25	0	0	0	1	0	0	0		$|
object/cell/cell.iff	26	0	0	0	1	0	0	0		$|
object/cell/cell.iff	27	0	0	0	1	0	0	0		$|
object/cell/cell.iff	28	0	0	0	1	0	0	0		$|
object/cell/cell.iff	29	0	0	0	1	0	0	0		$|
object/cell/cell.iff	30	0	0	0	1	0	0	0		$|
object/cell/cell.iff	31	0	0	0	1	0	0	0		$|
object/cell/cell.iff	32	0	0	0	1	0	0	0		$|
object/cell/cell.iff	33	0	0	0	1	0	0	0		$|
object/cell/cell.iff	34	0	0	0	1	0	0	0		$|
object/cell/cell.iff	35	0	0	0	1	0	0	0		$|
object/cell/cell.iff	36	0	0	0	1	0	0	0		$|
object/cell/cell.iff	37	0	0	0	1	0	0	0		$|
object/cell/cell.iff	38	0	0	0	1	0	0	0		$|
object/cell/cell.iff	39	0	0	0	1	0	0	0		$|
object/cell/cell.iff	40	0	0	0	1	0	0	0		$|
object/cell/cell.iff	41	0	0	0	1	0	0	0		$|
object/cell/cell.iff	42	0	0	0	1	0	0	0		$|
object/cell/cell.iff	43	0	0	0	1	0	0	0		$|
object/cell/cell.iff	44	0	0	0	1	0	0	0		$|
object/cell/cell.iff	45	0	0	0	1	0	0	0		$|
object/cell/cell.iff	46	0	0	0	1	0	0	0		$|
object/cell/cell.iff	47	0	0	0	1	0	0	0		$|
object/cell/cell.iff	48	0	0	0	1	0	0	0		$|
object/cell/cell.iff	49	0	0	0	1	0	0	0		$|
object/cell/cell.iff	50	0	0	0	1	0	0	0		$|
object/cell/cell.iff	51	0	0	0	1	0	0	0		$|
object/cell/cell.iff	52	0	0	0	1	0	0	0		$|
object/tangible/dungeon/avatar_platform/terminal_launch.iff	0	624.063	41.434	530.5934	0.00920354	0	0.999958	0	theme_park.dungeon.avatar_platform.terminal_launch	registerWithController|0|1|$|
