actionName	strComments	Level	combatActionAnimation	selfActionAnimation	clientEffectFile	intJediPowerCost	extraForceCost	xpOverride	intVisibilityValue	intVisibilityRange	fltRange	fltActionTime	intMinHealthHeal	intMaxHealthHeal	intMinHealthWoundHeal	intMaxHealthWoundHeal	intMinActionHeal	intMaxActionHeal	intMinActionWoundHeal	intMaxActionWoundHeal	intMinMindHeal	intMaxMindHeal	intMinMindWoundHeal	intMaxMindWoundHeal	intMinBattleFatigueHeal	intMaxBattleFatigueHeal	intHealStates	intHealBleeding	intHealDisease	intHealPoison	intHealFire	minForceHeal	maxForceHeal	toggleBuff	buffName	buffSkillMod1	buffAmount1	buffSkillMod2	buffAmount2	buffSkillMod3	buffAmount3	buffDuration	actionCost	mindCost	actionAddFlat	mindAddFlat
s	c	i	s	s	s	i	f	i[-1]	i	i	f	f	i	i	i	i	i	i	i	i	i	i	i	i	i	i	i[0]	i[0]	i[0]	i[0]	i[0]	i[0]	i[0]	i[0]	s	s	i	s	i	s	i	f	f[0]	f[0]	i[0]	i[0]
forceHeal			force_healing_1	force_healing	clienteffect/pl_force_heal_self.cef	10	0.1	0	20	32	16	3	500	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												5	9
forceHeal_1			force_healing_1	force_healing	clienteffect/pl_force_heal_self.cef	10	0.05	0	20	32	16	3	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												5	9
forceHeal_2			force_healing_1	force_healing	clienteffect/pl_force_heal_self.cef	10	0.1	0	20	32	16	3	1500	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												5	9
forceInfusion			force_healing_1	force_healing	clienteffect/pl_force_heal_self.cef	10	0.1	0	20	32	16	3	100	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		forceInfusion							24			7	12
forceInfusion_1			force_healing_1	force_healing	clienteffect/pl_force_heal_self.cef	10	0.05	0	20	32	16	3	250	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		forceInfusion_1							48			7	12
forceExtinguish			force_healing_1	force_healing	clienteffect/pl_force_heal_self.cef	50	0	0	20	32	16	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0												5	5
forceExtinguish_1			force_healing_1	force_healing	clienteffect/pl_force_heal_self.cef	25	0	0	20	32	16	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0												5	5
forceWoundHeal	self explanatory		force_healing_1	force_healing	clienteffect/pl_force_heal_self.cef	50	0.25	0	20	32	16	3	0	0	250	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												3	3
forceWoundHeal_1	self explanatory		force_healing_1	force_healing	clienteffect/pl_force_heal_self.cef	25	0.15	0	20	32	16	6	0	0	500	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												3	3
healStates	removes all bad states self		force_healing_1	force_healing	clienteffect/pl_force_heal_self.cef	50	0	0	20	32	16	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0												2	5
totalHeal			force_healing_1	force_healing	clienteffect/pl_force_heal_self.cef	150	0.1	0	20	32	16	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	50	50	50	50	25	0	0												5	14
stopBleeding	stops bleeding on target		force_healing_1	force_healing	clienteffect/pl_force_heal_self.cef	50	0	0	20	32	16	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0												5	5
forceCurePoison	cures poison on target		force_healing_1	force_healing	clienteffect/pl_force_heal_self.cef	50	0	0	20	32	16	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0												5	5
forceCureDisease	cures disease on target		force_healing_1	force_healing	clienteffect/pl_force_heal_self.cef	50	0	0	20	32	16	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0												5	5
forceRun	speed ++					40	0	25	20	32	-1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	forceRun	force_run	1					2	8	
forceRun_1	speed ++					140	0	50	20	32	-1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	forceRun_1	force_run	2					2	8	
forceRun_2	speed ++					240	0	75	20	32	-1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	forceRun_2	force_run	3					2	8	
forceSpeed			force_healing_1	force_healing	clienteffect/pl_force_speed_self.cef	150	0	0	20	32	-1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	forceSpeed	combat_haste	15					3	2	2
forceSpeed_1			force_healing_1	force_healing	clienteffect/pl_force_speed_self.cef	300	0	0	20	32	-1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	forceSpeed_1	combat_haste	25					6	2	2
forceArmor			force_healing_1	force_healing	clienteffect/pl_force_armor_self.cef	75	0.07	0	20	32	-1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	forceArmor	force_armor	25					15	2	2
forceArmor_1			force_healing_1	force_healing	clienteffect/pl_force_armor_self.cef	150	0.045	0	20	32	-1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	forceArmor_1	force_armor	45					30	2	2
forceShield			force_healing_1	force_healing	clienteffect/pl_force_shield_self.cef	75	0.07	0	20	32	-1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	forceShield	force_shield	25					15	2	2
forceShield_1			force_healing_1	force_healing	clienteffect/pl_force_shield_self.cef	150	0.045	0	20	32	-1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	forceShield_1	force_shield	45					30	2	2
forceProtection			force_healing_1	force_healing	clienteffect/pl_force_shield_self.cef	200	0.3	0	20	32	-1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	forceProtection	force_armor	45	force_shield	45			30	2	2
forceFeedback			force_healing_1	force_healing	clienteffect/pl_force_feedback_self.cef	50	0	0	20	32	-1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	forceFeedback	force_feedback	65					0.5	2	2
forceFeedback_1			force_healing_1	force_healing	clienteffect/pl_force_feedback_self.cef	100	0	0	20	32	-1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	forceFeedback_1	force_feedback	95					1	2	2
forceAbsorb			force_healing_1	force_healing	clienteffect/pl_force_absorb_self.cef	50	0.25	0	20	32	-1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	forceAbsorb	force_absorb	1					0.5	2	2
forceAbsorb_1			force_healing_1	force_healing	clienteffect/pl_force_absorb_self.cef	100	0.5	0	20	32	-1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	forceAbsorb_1	force_absorb	1					1	2	2
forceResistDisease			force_healing_1	force_healing	clienteffect/pl_force_resist_disease_self.cef	250	0	0	20	32	-1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		forceResistDisease	resistance_disease	100	absorption_disease	25			15	2	2
forceResistPoison			force_healing_1	force_healing	clienteffect/pl_force_resist_poison_self.cef	250	0	0	20	32	-1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		forceResistPoison	resistance_poison	100	absorption_poison	25			15	2	2
forceResistBleeding			force_healing_1	force_healing	clienteffect/pl_force_resist_bleeding_self.cef	250	0	0	20	32	-1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		forceResistBleeding	resistance_bleeding	25	absorption_bleeding	25			15	2	2
