skill_name	value	new_skill_name	new_value	new_novice_skills	novice_value	new_master_skills	master_value
s	i	s	i	s	i	s	i
jedi_light_side_master_saber_04	2	force_discipline_powers_master	1	force_discipline_powers_novice	8	force_discipline_powers_master	1
jedi_light_side_master_saber_03	2	force_discipline_light_saber_master	1	force_discipline_light_saber_novice	8	force_discipline_light_saber_master	1
jedi_light_side_master_saber_02	1	force_discipline_healing_master	1	force_discipline_healing_novice	8	force_discipline_healing_master	1
jedi_light_side_master_saber_01	1	force_discipline_defender_master	1	force_discipline_defender_novice	8	force_discipline_defender_master	1
jedi_light_side_master_healing_04	6	force_discipline_enhancements_master	1	force_discipline_enhancements_novice	8	force_discipline_enhancements_master	1
jedi_light_side_master_healing_03	5	force_discipline_light_saber_one_hand_04	2				
jedi_light_side_master_healing_02	4	force_discipline_light_saber_two_hand_04	2				
jedi_light_side_master_healing_01	3	force_discipline_light_saber_polearm_04	2				
jedi_light_side_master_force_power_04	6	force_discipline_light_saber_technique_04	2				
jedi_light_side_master_force_power_03	5	force_discipline_powers_lightning_04	2				
jedi_light_side_master_force_power_02	4	force_discipline_powers_mental_04	2				
jedi_light_side_master_force_power_01	3	force_discipline_powers_debuff_04	2				
jedi_light_side_master_force_manipulation_04	6	force_discipline_powers_push_04	2				
jedi_light_side_master_force_manipulation_03	5	force_discipline_healing_damage_04	2				
jedi_light_side_master_force_manipulation_02	4	force_discipline_healing_wound_04	2
jedi_light_side_master_force_manipulation_01	3	force_discipline_healing_other_04	2
jedi_light_side_master_novice	6	force_discipline_healing_states_04	2
jedi_dark_side_master_saber_04	2	force_discipline_enhancements_movement_04	2
jedi_dark_side_master_saber_03	2	force_discipline_enhancements_protection_04	2
jedi_dark_side_master_saber_02	1	force_discipline_enhancements_resistance_04	2
jedi_dark_side_master_saber_01	1	force_discipline_enhancements_synergy_04	2
jedi_dark_side_master_healing_04	6	force_discipline_defender_melee_defense_04	2
jedi_dark_side_master_healing_03	5	force_discipline_defender_ranged_defense_04	2
jedi_dark_side_master_healing_02	4	force_discipline_defender_force_defense_04	2
jedi_dark_side_master_healing_01	3	force_discipline_defender_preternatural_defense_04	2
jedi_dark_side_master_force_power_04	6	force_discipline_defender_preternatural_defense_03	4
jedi_dark_side_master_force_power_03	5	force_discipline_defender_force_defense_03	4
jedi_dark_side_master_force_power_02	4	force_discipline_defender_ranged_defense_03	4
jedi_dark_side_master_force_power_01	3	force_discipline_light_saber_two_hand_03	4
jedi_dark_side_master_force_manipulation_04	6	force_discipline_light_saber_one_hand_03	4
jedi_dark_side_master_force_manipulation_03	5	force_discipline_light_saber_technique_03	4
jedi_dark_side_master_force_manipulation_02	4	force_discipline_light_saber_polearm_03	4
jedi_dark_side_master_force_manipulation_01	3	force_discipline_powers_lightning_03	4
jedi_dark_side_master_novice	6	force_discipline_powers_debuff_03	4
jedi_light_side_journeyman_master	6	force_discipline_powers_mental_03	4
jedi_light_side_journeyman_saber_04	2	force_discipline_enhancements_synergy_03	4
jedi_light_side_journeyman_saber_03	2	force_discipline_defender_melee_defense_03	4
jedi_light_side_journeyman_saber_02	1	force_discipline_healing_damage_03	4
jedi_light_side_journeyman_saber_01	1	force_discipline_powers_push_03	4
jedi_light_side_journeyman_healing_04	6	force_discipline_healing_other_03	4
jedi_light_side_journeyman_healing_03	5	force_discipline_healing_states_03	4
