template	title	text
s	s	s
object/tangible/space/story_loot/loot_tatooine_valarian.iff	loot_tatooine_valarian	loot_tatooine_valarian
object/tangible/space/story_loot/loot_tatooine_series_tinrilo.iff	loot_tatooine_series_tinrilo	loot_tatooine_series_tinrilo
object/tangible/space/story_loot/loot_tatooine_rebel.iff	loot_tatooine_rebel	loot_tatooine_rebel
object/tangible/space/story_loot/loot_tatooine_mining.iff	loot_tatooine_mining	loot_tatooine_mining
object/tangible/space/story_loot/loot_tatooine_imp.iff	loot_tatooine_imp	loot_tatooine_imp
object/tangible/space/story_loot/loot_tatooine_hutt.iff	loot_tatooine_hutt	loot_tatooine_hutt
object/tangible/space/story_loot/loot_tatooine_blacksun2.iff	loot_tatooine_blacksun2	loot_tatooine_blacksun2
object/tangible/space/story_loot/loot_tatooine_blacksun.iff	loot_tatooine_blacksun	loot_tatooine_blacksun
object/tangible/space/story_loot/loot_tatooine_bestine_pirates.iff	loot_tatooine_bestine_pirates	loot_tatooine_bestine_pirates
object/tangible/space/story_loot/loot_naboo_series_tinrilo.iff	loot_naboo_series_tinrilo	loot_naboo_series_tinrilo
object/tangible/space/story_loot/loot_naboo_rsf.iff	loot_naboo_rsf	loot_naboo_rsf
object/tangible/space/story_loot/loot_naboo_miner.iff	loot_naboo_miner	loot_naboo_miner
object/tangible/space/story_loot/loot_naboo_imperial.iff	loot_naboo_imperial	loot_naboo_imperial
object/tangible/space/story_loot/loot_naboo_droid.iff	loot_naboo_droid	loot_naboo_droid
object/tangible/space/story_loot/loot_naboo_civspeeder.iff	loot_naboo_civspeeder	loot_naboo_civspeeder
object/tangible/space/story_loot/loot_naboo_borvo.iff	loot_naboo_borvo	loot_naboo_borvo
object/tangible/space/story_loot/loot_endor_series_tinrilo.iff	loot_endor_series_tinrilo	loot_endor_series_tinrilo
object/tangible/space/story_loot/loot_endor_artisan2.iff	loot_endor_artisan2	loot_endor_artisan2
object/tangible/space/story_loot/loot_endor_artisan.iff	loot_endor_artisan	loot_endor_artisan
object/tangible/space/story_loot/loot_dantooine_warren.iff	loot_dantooine_warren	loot_dantooine_warren
object/tangible/space/story_loot/loot_dantooine_slave.iff	loot_dantooine_slave	loot_dantooine_slave
object/tangible/space/story_loot/loot_dantooine_scavengers3.iff	loot_dantooine_scavengers3	loot_dantooine_scavengers3
object/tangible/space/story_loot/loot_dantooine_scavengers2.iff	loot_dantooine_scavengers2	loot_dantooine_scavengers2
object/tangible/space/story_loot/loot_dantooine_scavengers.iff	loot_dantooine_scavengers	loot_dantooine_scavengers
object/tangible/space/story_loot/loot_dantooine_rebel2.iff	loot_dantooine_rebel2	loot_dantooine_rebel2
object/tangible/space/story_loot/loot_dantooine_rebel.iff	loot_dantooine_rebel	loot_dantooine_rebel
object/tangible/space/story_loot/loot_dantooine_mining2.iff	loot_dantooine_mining2	loot_dantooine_mining2
object/tangible/space/story_loot/loot_dantooine_mining.iff	loot_dantooine_mining	loot_dantooine_mining
object/tangible/space/story_loot/loot_dantooine_junk3.iff	loot_dantooine_junk3	loot_dantooine_junk3
object/tangible/space/story_loot/loot_dantooine_junk2.iff	loot_dantooine_junk2	loot_dantooine_junk2
object/tangible/space/story_loot/loot_dantooine_junk.iff	loot_dantooine_junk	loot_dantooine_junk
object/tangible/space/story_loot/loot_dantooine_imp2.iff	loot_dantooine_imp2	loot_dantooine_imp2
object/tangible/space/story_loot/loot_dantooine_imp.iff	loot_dantooine_imp	loot_dantooine_imp
object/tangible/space/story_loot/loot_dantooine_force.iff	loot_dantooine_force	loot_dantooine_force
object/tangible/space/story_loot/loot_dantooine_blacksun2.iff	loot_dantooine_blacksun2	loot_dantooine_blacksun2
object/tangible/space/story_loot/loot_dantooine_blacksun.iff	loot_dantooine_blacksun	loot_dantooine_blacksun
object/tangible/space/story_loot/loot_dantooine_anthro2.iff	loot_dantooine_anthro2	loot_dantooine_anthro2
object/tangible/space/story_loot/loot_dantooine_anthro.iff	loot_dantooine_anthro	loot_dantooine_anthro
object/tangible/space/story_loot/loot_all_freighter_2.iff	loot_all_freighter_2	loot_all_freighter_2
object/tangible/space/story_loot/loot_all_freighter.iff	loot_all_freighter	loot_all_freighter
object/tangible/space/story_loot/loot_kashyyyk_ghrag1.iff	loot_kashyyyk_ghrag4	loot_kashyyyk_ghrag1
object/tangible/space/story_loot/loot_kashyyyk_ghrag2.iff	loot_kashyyyk_ghrag1	loot_kashyyyk_ghrag2
object/tangible/space/story_loot/loot_kashyyyk_gotal1.iff	loot_kashyyyk_gotal1	loot_kashyyyk_gotal1
object/tangible/space/story_loot/loot_kashyyyk_ghrag3.iff	loot_kashyyyk_ghrag2	loot_kashyyyk_ghrag3
object/tangible/space/story_loot/loot_kashyyyk_ghrag4.iff	loot_kashyyyk_ghrag3	loot_kashyyyk_ghrag4
object/tangible/space/story_loot/loot_kashyyyk_gotal2.iff	loot_kashyyyk_gotal1	loot_kashyyyk_gotal2
object/tangible/space/story_loot/loot_kashyyyk_ghrag5.iff	loot_kashyyyk_ghrag1	loot_kashyyyk_ghrag5
object/tangible/space/story_loot/loot_kashyyyk_ghrag6.iff	loot_kashyyyk_ghrag2	loot_kashyyyk_ghrag6
object/tangible/space/story_loot/loot_kashyyyk_ghrag7.iff	loot_kashyyyk_ghrag1	loot_kashyyyk_ghrag7
object/tangible/space/story_loot/loot_kashyyyk_ghrag8.iff	loot_kashyyyk_ghrag1	loot_kashyyyk_ghrag8
object/tangible/space/story_loot/loot_kashyyyk_gotal3.iff	loot_kashyyyk_gotal1	loot_kashyyyk_gotal3
object/tangible/space/story_loot/loot_npe_travel_brochure.iff	loot_npe_travel_brochure	loot_npe_travel_brochure
