TEMPLATE	X	Y	Z	YAW
s	f	f	f	f
object/tangible/poi/theater/poi_objective_spawner.iff	2.81	0.00	5.97	0.00
object/tangible/poi/theater/poi_mob_spawner.iff	-3.73	0.00	-2.36	0.00
object/static/structure/general/camp_tent_s01.iff	-9.63	0.00	-7.21	90.00
object/static/structure/general/camp_tent_s01.iff	-9.63	0.00	2.79	90.00
object/static/structure/corellia/corl_power_arial_prime.iff	-0.66	0.00	0.62	90.00
object/static/structure/general/camp_tent_s01.iff	0.28	0.00	-1.54	180.00
object/static/structure/general/camp_tent_s01.iff	-9.63	0.00	7.79	90.00
object/static/structure/general/camp_tent_s01.iff	-9.63	0.00	-2.21	90.00
object/static/structure/general/camp_tent_s01.iff	5.28	0.00	-1.54	180.00
