TEMPLATE	X	Y	Z	YAW
s	f	f	f	f
object/tangible/furniture/tatooine/frn_tato_chair_cafe_style_02.iff	7.09	0.00	4.14	-169.02
object/tangible/furniture/tatooine/frn_tato_chair_cafe_style_02.iff	5.21	0.00	2.31	28.07
object/tangible/poi/theater/poi_objective_spawner.iff	-7.18	0.00	-6.96	0.00
object/tangible/furniture/tatooine/frn_tato_chair_cafe_style_01.iff	4.85	0.00	4.81	134.07
object/tangible/poi/theater/poi_mob_spawner.iff	1.21	0.00	-0.17	0.00
object/static/structure/dantooine/dant_fence_4m.iff	-9.35	0.00	1.46	-117.81
object/static/structure/dantooine/dant_fence_8m.iff	-7.10	0.00	5.34	-30.94
object/static/structure/dantooine/dant_fence_8m.iff	-4.79	0.00	1.24	-23.49
object/static/structure/naboo/poi_nboo_tent_hut_s01.iff	0.73	0.00	7.00	0.00
object/static/vehicle/e3/landspeeder.iff	0.29	0.00	-6.30	-57.30
object/static/creature/droids_c118.iff	9.92	0.00	1.90	-128.34
