TEMPLATE	X	Y	Z	YAW
s	f	f	f	f
object/static/structure/general/landing_pad_shuttle.iff	-0.97	0.00	0.05	-90.00
object/building/military/military_base_shed_imperial_barracks_s01.iff	1.58	0.00	-13.00	-90.00
object/static/structure/military/military_wall_med_imperial_16_style_01.iff	0.86	0.00	-21.57	-180.00
object/static/structure/military/military_column_med_imperial_style_01.iff	8.86	0.00	-21.57	-90.00
object/static/structure/military/military_column_med_imperial_style_01.iff	-7.14	0.00	-21.57	-90.00
object/static/structure/military/military_wall_med_imperial_16_style_01.iff	17.86	0.00	0.43	-90.00
object/static/structure/military/military_column_med_imperial_style_01.iff	17.86	0.00	-7.57	0.00
object/static/structure/military/military_column_med_imperial_style_01.iff	17.86	0.00	8.43	0.00
object/static/structure/military/military_column_med_imperial_style_01.iff	8.86	0.00	19.43	-90.00
object/static/structure/general/tankfarm_s01.iff	3.37	0.00	16.23	180.00
object/static/structure/military/military_column_med_imperial_style_01.iff	-7.14	0.00	19.43	-90.00
object/static/structure/general/tankfarm_s01.iff	-2.59	0.00	16.64	-0.00
object/static/structure/military/military_wall_med_imperial_16_style_01.iff	0.86	0.00	19.43	-180.00
object/static/structure/military/military_wall_med_imperial_16_style_01.iff	-23.14	0.00	0.43	-90.00
object/static/structure/military/military_column_med_imperial_style_01.iff	-23.14	0.00	8.43	0.00
object/static/structure/military/military_column_med_imperial_style_01.iff	-23.14	0.00	-7.57	0.00
