TEMPLATE	X	Y	Z	YAW
s	f	f	f	f
object/tangible/poi/theater/poi_objective_spawner.iff	-12.00	0.00	1.00	0.00
object/building/naboo/merchant_tent_naboo_s01.iff	-10.31	0.00	-7.70	50.42
object/tangible/poi/theater/poi_mob_spawner.iff	-2.95	0.00	-0.66	0.00
object/static/structure/naboo/poi_nboo_tent_hut_s01.iff	-7.04	0.00	9.57	-27.50
object/static/structure/general/landing_pad_shuttle.iff	6.24	0.00	-1.66	0.00
object/static/creature/droids_c118.iff	-12.26	0.00	9.71	177.23
object/static/structure/tatooine/debris_tatt_drum_storage_1.iff	-10.39	0.00	6.56	-55.58
object/static/structure/tatooine/debris_tatt_drum_storage_1.iff	-9.70	0.00	6.10	34.38
object/static/structure/tatooine/debris_tatt_drum_storage_1.iff	-10.04	0.89	6.33	34.95
