TEMPLATE	X	Y	Z	YAW
s	f	f	f	f
object/building/endor/endor_forest_hut.iff	11.02	0.00	-11.24	-42.97
object/building/endor/endor_forest_hut.iff	-5.33	0.00	-8.87	5.16
object/building/endor/endor_forest_hut.iff	4.59	0.00	8.76	-69.90
object/building/endor/endor_forest_hut.iff	-21.22	0.00	4.37	173.22
object/tangible/poi/theater/poi_mob_spawner.iff	4.58	0.00	-2.97	0.00
object/tangible/poi/theater/poi_objective_spawner.iff	-14.26	0.00	-1.87	0.00
object/static/structure/dantooine/dant_fire_pit.iff	-4.84	0.00	2.31	-29.22
object/static/structure/dantooine/dant_mud_oven.iff	13.72	0.00	-7.53	-59.59
object/static/structure/general/rock_mossy_big_a1.iff	-11.28	0.00	-8.61	-33.80
object/static/structure/general/rock_mossy_big.iff	-2.37	0.00	-13.82	60.16
