TEMPLATE	X	Y	Z	YAW
s	f	f	f	f
object/tangible/poi/theater/poi_objective_spawner.iff	13.85	0.00	-2.51	0.00
object/tangible/furniture/all/frn_all_toolchest_lg_s01.iff	6.19	0.00	4.75	-126.71
object/tangible/poi/theater/poi_mob_spawner.iff	-0.41	0.00	1.41	0.00
object/static/structure/tatooine/wall_archway_tatooine_wide_style_01.iff	-4.81	0.00	5.77	53.29
object/static/structure/general/poi_tato_corral_half_32x32_s03.iff	1.19	0.00	-2.48	-36.71
object/static/structure/tatooine/stone_hovel_tatooine_style_01.iff	3.82	0.00	9.44	-126.71
object/static/structure/tatooine/stone_hovel_tatooine_style_01.iff	-10.80	0.00	-1.57	53.29
object/static/structure/tatooine/debris_tatt_drum_dented_1.iff	-3.98	0.00	-3.03	-37.82
object/static/structure/tatooine/debris_tatt_drum_storage_1.iff	-5.26	0.00	-3.01	-29.22
object/static/installation/mockup_mining_liquid_moisture_harvester.iff	6.18	0.00	2.18	53.29
