TEMPLATE	X	Y	Z	YAW
s	f	f	f	f
object/tangible/poi/theater/poi_objective_spawner.iff	-10.54	0.00	0.35	0.00
object/tangible/poi/theater/poi_mob_spawner.iff	1.86	0.00	-2.22	0.00
object/static/structure/general/camp_tent_s01.iff	8.46	0.00	3.35	-90.00
object/static/structure/general/camp_tent_s01.iff	-3.54	0.00	9.35	90.00
object/static/structure/general/camp_tent_s01.iff	8.46	0.00	9.35	-90.00
object/static/structure/general/camp_tent_s01.iff	-3.54	0.00	3.35	90.00
object/static/structure/general/camp_tent_s01.iff	8.46	0.00	-2.65	-90.00
object/static/structure/general/camp_tent_s01.iff	-3.54	0.00	-2.65	90.00
object/static/structure/general/camp_tent_s01.iff	8.46	0.00	-7.65	-90.00
object/static/structure/general/camp_tent_s01.iff	-3.54	0.00	-7.65	90.00
object/static/structure/corellia/corl_power_arial_thin.iff	-5.67	0.00	-2.60	-90.00
