TEMPLATE	X	Y	Z	YAW
s	f	f	f	f
object/building/naboo/filler_building_naboo_theed_style_10.iff	-6.22	0	-32.2	0
object/building/naboo/filler_building_naboo_theed_style_2.iff	-13.12	0	-3.65	89.95
object/building/naboo/filler_building_naboo_theed_style_3.iff	31.19	0	-1.31	0
object/building/naboo/filler_building_naboo_theed_style_4.iff	-24.83	0	25	-178.37
object/building/naboo/filler_building_naboo_theed_style_5.iff	0.17	0	30.31	0
object/tangible/poi/theater/poi_mob_spawner.iff	8.14	0	-12.4	0
object/tangible/poi/theater/poi_objective_spawner.iff	-31	0	-19.37	0
object/static/structure/naboo/planter_naboo_theed_style_1.iff	15.62	0.76	-25.91	-37.24
object/static/structure/naboo/nboo_imprv_metal_fence_wall_lg_s02.iff	-6.94	0.61	21.15	179.73
object/static/structure/naboo/nboo_imprv_metal_fence_wall_lg_s02.iff	-34.13	0.14	9.48	90.53
object/static/structure/naboo/nboo_imprv_metal_fence_wall_lg_s02.iff	17.59	0.86	-28.09	179.91
object/static/structure/naboo/nboo_imprv_metal_fence_wall_lg_s02.iff	17.69	0.83	-22.33	91.1
object/static/structure/naboo/nboo_imprv_metal_fence_wall_lg_s02.iff	-13.1	0.54	21.16	-179.13
object/static/structure/naboo/nboo_imprv_metal_fence_wall_lg_s02.iff	-34.01	0	15.6	90.53
object/static/structure/naboo/gate_wide_s01.iff	-34.3	0.05	-4.29	-88.81
object/static/structure/naboo/nboo_imprv_metal_fence_wall_lg_s01.iff	11.06	1.36	31.11	2.86
object/static/structure/naboo/gate_narrow_s02.iff	19.8	1.34	29.3	27.5
object/static/structure/naboo/nboo_imprv_metal_fence_wall_lg_s01.iff	25.09	1.35	26.87	-149.54
object/static/structure/naboo/nboo_imprv_metal_fence_wall_lg_s01.iff	26.99	1.35	23.93	-123.76
object/static/structure/naboo/nboo_imprv_metal_fence_wall_lg_s01.iff	27.7	1.32	20.65	-102.56
object/static/structure/naboo/nboo_imprv_metal_fence_wall_lg_s01.iff	14.67	1.32	31.04	14.51
object/static/structure/naboo/nboo_imprv_metal_fence_wall_lg_s02.iff	-34.47	0	-12.67	90.53
object/static/structure/naboo/nboo_imprv_metal_fence_wall_lg_s02.iff	-34.63	0	-19.72	90.53
object/static/structure/naboo/nboo_imprv_metal_fence_wall_lg_s02.iff	-34.63	0	-25.32	0.53
object/static/structure/naboo/nboo_imprv_metal_fence_wall_lg_s02.iff	-28.5	0	-25.39	0.53
object/static/structure/general/streetlamp_large_style_02.iff	-33.27	0	0.73	90
object/static/structure/general/streetlamp_small_style_02.iff	14.68	0	-24.23	0
object/static/structure/general/streetlamp_large_style_02.iff	22.47	0	23.13	0
object/static/structure/general/streetlamp_large_style_02.iff	-33.1	0	-9.32	90
