TEMPLATE	X	Y	Z	YAW
s	f	f	f	f
object/tangible/poi/theater/poi_mob_spawner.iff	3.79	0.00	-5.84	0.00
object/tangible/poi/theater/poi_objective_spawner.iff	-3.79	0.00	4.92	0.00
object/static/structure/naboo/gungan_cleft_wall_lg_s01.iff	-1.42	0.00	-12.93	-51.57
object/static/structure/naboo/gungan_damaged_wall_lg_s01.iff	4.15	0.00	-11.93	38.43
object/static/structure/naboo/gungan_damaged_wall_lg_s01.iff	-1.75	0.00	-7.27	38.43
object/static/structure/naboo/gungan_damaged_wall_lg_s01.iff	-8.85	0.00	5.59	130.11
object/static/structure/naboo/gungan_damaged_wall_lg_s01.iff	-9.63	0.00	11.15	40.11
object/static/structure/naboo/gungan_damaged_wall_lg_s01.iff	-4.02	0.00	11.33	130.11
object/static/structure/general/tato_cave_rock_large.iff	3.15	0.00	4.43	0.00
