TEMPLATE	X	Y	Z	YAW
s	f	f	f	f
object/tangible/furniture/tatooine/frn_tato_fruit_stand_large_style_01.iff	-2.97	0.00	0.47	0.00
object/tangible/furniture/tatooine/frn_tato_fruit_stand_small_style_01.iff	-4.34	0.00	-1.40	180.00
object/tangible/poi/theater/poi_mob_spawner.iff	-0.36	0.00	2.58	0.00
object/tangible/poi/theater/poi_objective_spawner.iff	-0.28	0.00	-11.22	0.00
object/static/structure/tatooine/debris_tatt_drum_storage_1.iff	-5.13	0.00	-5.39	-21.77
object/static/structure/tatooine/debris_tatt_drum_storage_1.iff	-4.20	0.00	-5.40	0.00
object/static/structure/general/prp_junk_s8.iff	3.96	0.00	-4.92	-47.56
object/static/structure/general/prp_junk_s8.iff	2.31	0.00	-4.92	0.00
object/static/structure/general/prp_junk_s2.iff	-0.82	0.00	6.28	22.35
object/static/structure/naboo/gungan_damaged_wide_arch_s01.iff	-9.21	0.00	-0.39	0.00
