TEMPLATE	X	Y	Z	YAW
s	f	f	f	f
object/tangible/poi/theater/poi_mob_spawner.iff	-7.27	0.00	3.79	0.00
object/tangible/poi/theater/poi_mob_spawner.iff	8.60	0.00	-6.56	0.00
object/tangible/poi/theater/poi_objective_spawner.iff	-0.79	0.00	19.75	0.00
object/static/structure/dantooine/dant_large_rock_hut.iff	15.27	0.00	-11.66	128.92
object/static/structure/dantooine/dant_fence_8m.iff	-12.43	0.00	7.45	-9.17
object/static/structure/dantooine/dant_fence_8m.iff	-16.28	0.00	11.01	89.95
object/static/structure/dantooine/dant_fence_8m.iff	-15.27	0.00	19.03	-75.63
object/static/flora/flora_tree_rori_mkpodtree.iff	-18.34	0.00	14.67	87.09
object/static/flora/flora_tree_rori_mkpodtree.iff	15.80	0.00	0.56	-56.72
object/static/structure/dantooine/dant_large_rock_hut.iff	-12.16	0.00	-9.90	-143.81
object/static/flora/flora_tree_rori_mkpodtree.iff	-13.04	0.00	-17.72	-59.59
object/static/structure/dantooine/dant_large_communal.iff	1.46	0.00	21.55	0.00
object/building/endor/endor_tiki_torch.iff	8.48	0.00	-9.46	0.00
