TEMPLATE	X	Y	Z	YAW
s	f	f	f	f
object/static/structure/general/camp_tent_s01.iff	6.16	0.00	6.92	-122.66
object/tangible/poi/theater/poi_mob_spawner.iff	3.79	0.00	1.82	0.00
object/tangible/poi/theater/poi_objective_spawner.iff	1.79	0.00	11.04	0.00
object/static/item/item_crate_spice.iff	-7.49	0.16	6.38	0.00
object/static/item/item_crate_spice.iff	-8.62	0.16	5.47	0.00
object/static/item/item_crate_spice.iff	-8.62	0.16	4.62	0.00
object/static/item/item_crate_spice.iff	-7.50	0.16	4.70	0.00
object/static/item/item_crate_spice.iff	-7.49	0.16	5.52	0.00
object/static/item/item_crate_spice.iff	-8.56	0.16	6.36	0.00
