TEMPLATE	X	Y	Z	YAW
s	f	f	f	f
object/building/tatooine/merchant_tent_tato_s01.iff	8.23	0.00	6.59	-117.46
object/tangible/poi/theater/poi_mob_spawner.iff	-4.54	0.00	-5.05	0.00
object/tangible/poi/theater/poi_objective_spawner.iff	3.35	0.00	-5.32	0.00
object/static/structure/tatooine/tent_house_tatooine_style_01.iff	-6.54	0.00	11.23	-24.64
object/static/structure/tatooine/tent_house_tatooine_style_01.iff	-1.11	0.00	-12.17	-163.29
object/static/structure/dathomir/nsister_fence_style_01.iff	1.55	0.00	10.32	-83.08
object/static/structure/dathomir/nsister_fence_style_01.iff	9.80	0.00	-1.70	-12.61
object/static/structure/dathomir/nsister_fence_style_01.iff	6.36	0.00	-10.03	60.16
object/static/structure/general/prp_junk_s6.iff	10.87	1.65	-6.86	18.33
object/static/structure/general/prp_junk_s4.iff	-8.50	0.94	-1.93	53.86
object/static/structure/general/prp_junk_s5.iff	-0.39	0.50	-0.00	30.94
object/static/structure/general/prp_junk_s1.iff	7.72	0.36	-0.34	-84.80
object/static/structure/dantooine/dant_fence_8m.iff	-8.70	0.00	3.82	-80.79
