TEMPLATE	X	Y	Z	YAW
s	f	f	f	f
object/building/military/military_outpost_guard_tower_1.iff	-0.534912	-0.350377	-2.34692	-45
object/installation/generators/power_generator_fusion_style_1.iff	12.4641	-0.350377	-8.31641	0
object/installation/turret/turret_tower_large.iff	-12.6091	-0.350377	-0.29834	-89.9999
object/installation/turret/turret_tower_large.iff	0.631104	-0.350377	-13.6387	180
object/tangible/poi/theater/poi_objective_spawner.iff	-11.4092	-0.350377	8.58325	0
object/tangible/poi/theater/poi_mob_spawner.iff	-8.15918	-0.350377	-9.07935	0
object/static/structure/general/banner_imperial_style_01.iff	15.2036	3.64933	14.0977	-136.364
object/static/structure/military/military_wall_weak_imperial_32_style_01.iff	-0.583008	-0.350377	14.2158	0
object/static/structure/military/military_wall_weak_imperial_32_style_01.iff	15.2256	-0.350377	-1.61694	89.9996
object/static/structure/military/military_wall_weak_imperial_16_style_01.iff	7.33008	-0.350377	-17.5464	0
object/static/structure/military/military_wall_weak_imperial_16_style_01.iff	-16.4651	-0.350377	6.2771	-90
object/static/installation/mockup_power_generator_photo_bio_style_1.iff	0.939941	-0.350377	10.644	180
object/static/installation/mockup_power_generator_wind_style_1.iff	12.9534	-0.350377	3.90259	89.9999
object/static/structure/general/banner_imperial_style_01.iff	-16.3818	3.59829	14.1418	135.973
object/static/structure/general/banner_imperial_style_01.iff	15.1343	3.61408	-17.46	133.109
