TEMPLATE	X	Y	Z	YAW
s	f	f	f	f
object/tangible/poi/theater/poi_objective_spawner.iff	-11.1	0	-16.95	0
object/tangible/poi/theater/poi_mob_spawner.iff	8.93	0	20.55	0
object/static/structure/naboo/gungan_damaged_narrow_arch_s01.iff	-23.91	1.43	-0.32	0
object/static/structure/naboo/gungan_damaged_wall_lg_s01.iff	-23.91	1.43	7.68	0
object/static/structure/naboo/gungan_filler_building_s01.iff	8.09	1.12	-0.32	-88.81
object/static/structure/naboo/gungan_damaged_wall_lg_s01.iff	0.09	1.4	-16.32	0
object/static/structure/naboo/gungan_sacred_head_s01.iff	-7.05	1.44	-10.88	-89.95
object/static/structure/naboo/gungan_sacred_head_s01.iff	-8.08	0	11.51	-89.95
object/static/structure/naboo/gungan_damaged_wall_lg_s01.iff	0.09	1.1	15.68	178.19
object/static/structure/naboo/gungan_damaged_wall_lg_s01.iff	-23.91	1.48	-8.32	0
object/static/structure/naboo/gungan_damaged_wall_lg_s01.iff	-23.91	1.51	-16.32	0
object/static/structure/naboo/gungan_damaged_wall_lg_s01.iff	-3.91	1	19.68	-91.86
object/static/structure/naboo/gungan_damaged_wall_lg_s01.iff	-11.91	1.48	-20.32	-89.95
object/static/structure/naboo/gungan_damaged_wall_lg_s01.iff	-3.91	1.46	-20.32	89.95
object/static/structure/naboo/gungan_damaged_wall_lg_s01.iff	-23.91	0.88	15.68	0
object/static/structure/naboo/gungan_damaged_wall_lg_s01.iff	-19.91	1.07	19.68	-91.86
object/static/structure/naboo/gungan_damaged_wall_lg_s01.iff	-11.91	1.01	19.68	-88.99
object/static/structure/naboo/gungan_damaged_wall_lg_s01.iff	-19.91	1.5	-20.32	91.1
