TEMPLATE	X	Y	Z	YAW
s	f	f	f	f
object/tangible/poi/theater/poi_mob_spawner.iff	2.30	0.00	-8.56	0.00
object/tangible/poi/theater/poi_objective_spawner.iff	3.94	0.00	3.77	0.00
object/static/structure/dathomir/nsister_tent_house_style_01.iff	-9.15	0.00	2.66	-29.22
object/static/structure/dathomir/nsister_tent_house_style_01.iff	10.82	0.00	-0.79	38.96
object/static/structure/dantooine/dant_fence_4m.iff	-5.94	0.00	-7.37	-26.36
object/static/structure/dantooine/dant_fence_4m.iff	-6.60	0.00	-10.04	-119.75
object/static/structure/dantooine/dant_fence_4m.iff	-3.88	0.00	-11.01	-26.93
object/static/structure/dantooine/dant_fence_4m.iff	-3.14	0.00	-8.30	61.31
object/static/flora/flora_decd_endr_destree_dead.iff	2.22	0.00	0.00	75.06
