TEMPLATE	X	Y	Z	YAW
s	f	f	f	f
object/static/structure/general/poi_tato_corral_half_64x64_s02.iff	0.84	0.00	-14.67	0.00
object/static/structure/general/poi_tato_corral_half_64x64_s02.iff	0.93	0.00	14.73	-180.00
object/building/tatooine/merchant_tent_tato_s01.iff	-21.79	0.00	0.07	90.00
object/building/tatooine/merchant_tent_tato_s01.iff	23.59	0.00	0.07	-90.00
object/static/structure/tatooine/orchard_tatooine_style_01.iff	0.61	0.00	0.15	0.00
object/static/flora/flora_tree_palm_fngi.iff	18.65	0.00	13.57	33.23
object/static/flora/flora_tree_palm_sm.iff	11.64	0.00	20.57	33.23
object/static/flora/flora_tree_palm_thk.iff	10.10	0.00	20.70	39.53
object/tangible/poi/theater/poi_objective_spawner.iff	14.21	0.00	15.80	-46.98
object/tangible/poi/theater/poi_mob_spawner.iff	-8.01	0.00	-9.71	0.00
