TEMPLATE	X	Y	Z	YAW
s	f	f	f	f
object/tangible/furniture/all/frn_all_chair_upholstered_s1.iff	14.99	0.00	-1.78	-135.79
object/tangible/furniture/tatooine/frn_tato_chair_cafe_style_01.iff	-17.57	0.00	-5.19	-116.88
object/tangible/furniture/tatooine/frn_tato_chair_cafe_style_01.iff	14.15	0.00	12.99	52.14
object/tangible/furniture/tatooine/frn_tato_chair_cafe_style_01.iff	-19.00	0.00	-7.29	8.02
object/tangible/furniture/tatooine/frn_tato_chair_cafe_style_01.iff	-19.88	0.00	-5.36	112.30
object/tangible/furniture/tatooine/frn_tato_chair_cafe_style_01.iff	14.36	0.00	10.77	8.02
object/tangible/poi/theater/poi_mob_spawner.iff	9.40	0.00	4.50	0.00
object/tangible/poi/theater/poi_objective_spawner.iff	5.91	0.00	17.46	0.00
object/static/structure/general/landing_pad_shuttle.iff	-2.80	0.00	-0.76	-40.11
object/static/vehicle/player_shuttle.iff	-3.43	0.00	-0.61	128.92
object/static/structure/naboo/poi_nboo_tent_hut_s01.iff	18.50	0.00	6.74	84.22
object/static/structure/naboo/poi_nboo_tent_hut_s01.iff	-16.05	0.00	-11.40	-150.11
object/static/creature/droids_c118.iff	-1.95	0.00	9.41	110.01
object/static/item/item_container_weapon.iff	16.04	0.00	2.37	79.07
object/static/item/item_container_weapon.iff	16.30	0.00	1.11	72.19
