TEMPLATE	X	Y	Z	YAW
s	f	f	f	f
object/static/structure/general/camp_tent_s01.iff	2.99	0.00	-7.80	-35.52
object/static/structure/general/camp_tent_s01.iff	-5.01	0.00	-6.70	60.16
object/static/structure/general/camp_tent_s01.iff	-4.46	0.00	0.17	135.31
object/static/structure/general/camp_tent_s01.iff	2.89	0.00	1.08	-145.05
object/static/structure/tatooine/debris_tatt_drum_dented_1.iff	-1.00	0.00	6.64	-17.76
object/tangible/poi/theater/poi_mob_spawner.iff	-0.49	0.00	-4.16	0.00
object/tangible/poi/theater/poi_objective_spawner.iff	8.04	0.00	-3.29	-95.11
object/static/structure/tatooine/debris_tatt_crate_1.iff	5.15	0.13	5.27	29.22
object/static/structure/tatooine/debris_tatt_crate_1.iff	5.78	0.13	4.94	29.22
