TEMPLATE	X	Y	Z	YAW
s	f	f	f	f
object/installation/turret/turret_tower_large.iff	11.42	0	20.58	0
object/installation/turret/turret_tower_large.iff	-9.96	0	20.01	0
object/building/general/bunker_imperial_01_uberlair.iff	0.42	0	-15.16	0
object/tangible/poi/theater/poi_mob_spawner_large.iff	8.1	0	8.02	0
object/tangible/poi/theater/poi_mob_spawner_large.iff	-4.79	0	7.76	0
object/tangible/poi/theater/poi_mob_spawner.iff	4.5	0	1.01	0
object/tangible/poi/theater/poi_mob_spawner.iff	10.92	0	-3.48	0
object/tangible/poi/theater/poi_mob_spawner.iff	-5.01	0	0.09	0
object/tangible/poi/theater/poi_mob_spawner.iff	-8.72	0	-4.08	0
object/tangible/poi/theater/poi_mob_spawner.iff	1.45	0	20.16	0
object/tangible/poi/theater/poi_mob_spawner.iff	-18.02	0	19.44	0
object/tangible/poi/theater/poi_mob_spawner.iff	19.88	0	18.23	0
object/static/structure/general/poi_all_impl_corral_64x64_s01.iff	1.02	0	-0.13	0
