TEMPLATE	X	Y	Z	YAW
s	f	f	f	f
object/building/naboo/filler_building_naboo_theed_style_9.iff	-1.72	0.00	-1.13	50.99
object/tangible/furniture/modern/sofa_chair_modern_style_01.iff	-2.64	1.25	1.42	169.21
object/tangible/poi/theater/poi_mob_spawner.iff	10.85	0.00	7.81	0.00
object/tangible/poi/theater/poi_objective_spawner.iff	7.50	0.00	-18.92	0.00
object/tangible/furniture/modern/sofa_chair_modern_style_01.iff	0.60	1.25	-3.26	-49.85
object/tangible/furniture/modern/sofa_chair_modern_style_01.iff	0.86	1.25	0.26	-123.76
object/tangible/furniture/modern/sofa_chair_modern_style_01.iff	-5.30	1.25	-1.12	85.94
object/static/structure/naboo/poi_nboo_tent_hut_s01.iff	18.60	0.00	-9.39	101.99
object/static/structure/corellia/corl_tent_hut_s01.iff	18.74	0.00	12.06	55.00
object/static/structure/corellia/corl_tent_hut_s01.iff	-6.40	0.00	-21.39	-164.44
object/static/structure/naboo/poi_nboo_tent_hut_s01.iff	-4.40	0.00	21.61	-9.74
object/static/structure/general/poi_tato_tent_s01.iff	-21.40	0.00	5.61	-77.09
object/tangible/furniture/modern/sofa_chair_modern_style_01.iff	-3.38	1.25	-4.40	16.62
