TEMPLATE	X	Y	Z	YAW
s	f	f	f	f
object/tangible/poi/theater/poi_objective_spawner.iff	2.57	0.00	-6.56	0.00
object/tangible/poi/theater/poi_mob_spawner.iff	8.14	0.00	-1.66	0.00
object/static/structure/general/poi_all_corral_half_64x64_s01.iff	-1.00	0.00	3.00	0.00
object/static/structure/general/poi_tato_tent_s01.iff	5.15	0.00	7.20	-20.63
object/static/structure/tatooine/debris_tatt_drum_dented_1.iff	15.56	-0.00	-5.17	-27.50
object/static/structure/tatooine/debris_tatt_drum_storage_1.iff	14.61	-0.00	-6.85	-71.05
object/static/structure/corellia/corl_imprv_wall_4x16_s04.iff	-17.00	-0.64	-9.00	0.00
object/static/structure/corellia/corl_imprv_wall_4x16_s04.iff	-1.00	-0.64	-9.00	0.00
object/static/structure/corellia/corl_imprv_wall_4x16_s04.iff	15.00	-0.64	-9.00	0.00
