TEMPLATE	X	Y	Z	YAW
s	f	f	f	f
object/static/structure/tatooine/stone_hovel_tatooine_style_01.iff	-8.62	0.00	4.91	132.72
object/static/structure/tatooine/stone_hovel_tatooine_style_01.iff	-8.99	0.00	-3.93	70.08
object/static/structure/tatooine/stone_hovel_tatooine_style_01.iff	9.02	0.00	5.12	-117.85
object/static/installation/mockup_mining_liquid_moisture_harvester.iff	-5.15	0.00	-9.26	0.00
object/static/installation/mockup_mining_liquid_moisture_harvester.iff	12.47	0.00	-3.36	0.00
object/static/structure/tatooine/debris_tatt_pipe_narrow_2.iff	12.44	0.00	1.70	0.00
object/static/structure/tatooine/debris_tatt_pipe_dual_unconnected.iff	-13.47	0.00	-1.03	0.00
object/static/structure/general/tankfarm_s01.iff	6.40	0.00	-4.37	88.99
object/tangible/poi/theater/poi_mob_spawner.iff	0.39	0.00	-4.06	0.00
object/tangible/poi/theater/poi_objective_spawner.iff	-0.12	0.00	3.24	0.00
