TEMPLATE	X	Y	Z	YAW
s	f	f	f	f
object/static/installation/mockup_mining_ore_harvester_style_1.iff	-4.20	0.00	-7.82	-179.95
object/static/structure/tatooine/stone_hovel_tatooine_style_01.iff	9.87	0.00	6.21	-138.75
object/static/structure/tatooine/stone_hovel_tatooine_style_01.iff	-9.05	0.00	5.84	123.19
object/tangible/poi/theater/poi_objective_spawner.iff	-11.69	0.00	-0.47	0.00
object/tangible/poi/theater/poi_mob_spawner.iff	10.86	0.00	-7.40	0.00
object/static/structure/general/tankfarm_s01.iff	0.14	0.00	13.16	-4.01
object/static/item/item_container_inorganic_minerals.iff	2.27	0.14	7.88	36.10
object/static/structure/general/prp_junk_s8.iff	-2.44	0.00	6.77	0.00
object/tangible/furniture/all/frn_all_toolchest_med_s01.iff	-0.78	0.00	8.73	-166.25
