TEMPLATE	X	Y	Z	YAW
s	f	f	f	f
object/building/tatooine/merchant_tent_tato_s01.iff	-1.73	0.00	-14.00	-35.52
object/tangible/furniture/tatooine/frn_tato_chair_cafe_style_01.iff	-5.65	0.00	-3.51	-61.88
object/tangible/furniture/tatooine/frn_tato_chair_cafe_style_02.iff	-7.06	0.00	-5.54	0.00
object/tangible/furniture/tatooine/frn_tato_chair_cafe_style_01.iff	-8.68	0.00	-4.42	19.48
object/tangible/poi/theater/poi_mob_spawner.iff	-8.63	0.00	-0.18	0.00
object/tangible/poi/theater/poi_objective_spawner.iff	12.60	0.00	-4.34	0.00
object/static/structure/tatooine/tent_house_tatooine_style_01.iff	-0.23	0.00	2.21	102.74
object/static/structure/tatooine/tent_house_tatooine_style_01.iff	-16.87	0.00	-7.86	-126.05
object/static/structure/tatooine/tent_house_tatooine_style_01.iff	-17.95	0.00	7.99	0.00
object/static/structure/tatooine/tent_house_tatooine_style_01.iff	20.45	0.00	4.04	157.56
object/static/vehicle/e3/landspeeder.iff	4.49	0.00	-11.46	166.34
object/static/vehicle/e3/landspeeder.iff	-1.33	0.00	8.93	64.74
object/static/structure/corellia/corl_power_arial_thin.iff	-6.28	0.00	-14.91	-6.30
