TEMPLATE	X	Y	Z	YAW
s	f	f	f	f
object/building/military/mun_all_military_tower_impl_guard_s01.iff	-0.82	0.00	-18.36	180.00
object/building/military/mun_all_military_tower_impl_guard_s01.iff	16.18	0.00	-2.36	90.00
object/tangible/poi/theater/poi_objective_spawner.iff	9.91	0.00	13.31	0.00
object/tangible/poi/theater/poi_mob_spawner.iff	-0.92	0.00	-4.08	0.00
object/static/installation/mockup_factory_item_style_1.iff	-1.12	0.00	12.55	-90.00
object/static/structure/general/poi_all_corral_half_32x32_s05.iff	-16.69	0.00	-1.65	90.57
object/static/structure/corellia/corl_imprv_wall_4x16_s03.iff	-7.82	0.00	-1.66	-89.43
object/static/structure/general/camp_tent_s01.iff	6.18	0.00	2.64	-90.00
object/static/structure/general/camp_tent_s01.iff	6.18	0.00	-9.36	-90.00
object/static/structure/general/camp_tent_s01.iff	6.18	0.00	-3.36	-90.00
