TEMPLATE	X	Y	Z	YAW
s	f	f	f	f
object/building/corellia/filler_slum_16x16_s01.iff	21.29	0	-7.19	90
object/tangible/poi/theater/poi_objective_spawner.iff	-4.42	0	-2.05	0
object/tangible/poi/theater/poi_mob_spawner.iff	21.04	0	3.3	0
object/static/flora/flora_decd_endr_destree_dead.iff	29.42	-0.47	0.29	114.77
object/static/structure/corellia/corl_imprv_wall_4x32_s02.iff	-1.33	0	-8.79	0
object/static/structure/corellia/corl_imprv_wall_4x32_s02.iff	-1.33	0	7.21	0
object/static/structure/corellia/corl_imprv_column_s02.iff	-17.21	0	6.77	0
object/static/structure/corellia/corl_imprv_wall_4x16_s02.iff	-17.21	0	-1.23	-90
object/static/structure/corellia/corl_imprv_column_s02.iff	-17.21	0	-9.23	0
object/static/structure/corellia/corl_imprv_arch_sm_s02.iff	14.79	0	3.77	-90
object/static/flora/flora_decd_dath_blacktree.iff	-14.51	0.11	2.22	0
object/static/flora/flora_decd_endr_destree_dead.iff	5.18	-0.51	-6.4	0
