TEMPLATE	X	Y	Z	YAW
s	f	f	f	f
object/tangible/camp/camp_pavilion_s2.iff	-0.11	0	-10.11	0
object/static/structure/general/tankfarm_s01.iff	-0.86	0.02	-14.25	-90
object/tangible/camp/camp_tent_s5.iff	12.9	0	5.57	-38.39
object/tangible/camp/camp_tent_s6.iff	-0.06	0	13.69	-103.18
object/tangible/camp/camp_tent_s5.iff	-12.79	0	5.4	-170.35
object/static/structure/corellia/corl_power_bubble_node.iff	-17.06	0	-1.99	0
object/static/structure/corellia/corl_power_transformer_s02.iff	-12.85	0	-2.03	0
object/static/structure/corellia/corl_power_arial_prime.iff	-12.88	-0.68	-12.14	0
object/tangible/terminal/terminal_camp_control.iff	-1.16	0	8.54	-161.67
object/tangible/camp/camp_chair_s3.iff	-6.85	0	4.4	160.04
object/tangible/camp/camp_chair_s3.iff	-4.55	0	3.9	-134.07
object/tangible/camp/camp_chair_s3.iff	-5.86	0	0.49	-8.41
object/tangible/camp/camp_chair_s3.iff	3.91	0	2.08	74.67
object/tangible/camp/camp_chair_s3.iff	7.86	0	1.56	-53.86
object/tangible/camp/camp_chair_s3.iff	6.53	0	4.72	-168.45
object/tangible/camp/camp_chair_s3.iff	7.19	0	-5.99	-146.68
object/tangible/camp/camp_chair_s3.iff	6.21	0	-5.57	-168.45
object/tangible/camp/camp_chair_s3.iff	4.91	0	-5.34	176.08
object/tangible/camp/camp_chair_s3.iff	2.08	0	-5.98	159.46
