TEMPLATE	X	Y	Z	YAW
s	f	f	f	f
object/static/structure/tatooine/stone_hovel_tatooine_style_01.iff	-7.16	0.00	-4.46	58.18
object/static/structure/tatooine/stone_hovel_tatooine_style_01.iff	7.11	0.00	4.33	-121.25
object/static/structure/tatooine/stone_hovel_tatooine_style_01.iff	4.00	0.00	-6.20	-33.23
object/static/structure/tatooine/debris_tatt_pipe_dual_unconnected.iff	11.40	0.00	3.30	20.63
object/static/installation/mockup_mining_liquid_moisture_harvester.iff	0.23	0.00	10.94	0.00
object/static/structure/tatooine/debris_tatt_pipe_dual_unconnected.iff	-8.28	0.00	7.92	20.60
object/static/structure/tatooine/stone_hovel_tatooine_style_01.iff	-4.20	0.00	6.38	148.00
object/static/structure/tatooine/debris_tatt_pipe_narrow_2.iff	-11.30	0.00	-2.28	0.00
object/tangible/poi/theater/poi_objective_spawner.iff	-1.97	0.00	-8.71	0.00
object/tangible/poi/theater/poi_mob_spawner.iff	-10.84	0.00	1.41	0.00
