spawns	name	room	loc_x	loc_y	loc_z	yaw	script	mood	animation_mood	respawn_time	spawn_objvar	special_room	special_room_script	room_objvar	room_objvar_name	room_objvar_value
s	s	s	f	f	f	f	s	s	s	i	s	s	s	s	s	s
clone_relics_han_solo		kitchen	28.9	7	5.5	124			npc_sitting_chair			kitchen	theme_park.dungeon.clone_relic.ep3_mos_eisley_lucky_despot_locked			
clone_relics_chewbacca		kitchen	30.3	7	3.1	0.01			npc_sitting_chair							
beginner_brawler_quest_client_1		cafe	-3.1	7	-9	-5			nervous							
object/tangible/furniture/modern/sofa_chair_modern_style_01.iff		kitchen	28.8	6.9	5.6	124										
object/tangible/furniture/modern/sofa_chair_modern_style_01.iff		kitchen	30.3	7	3	0.01										
object/tangible/furniture/house_cleanup/xeno_couch.iff		lobby02	-2	0	8	-0.6										
object/tangible/furniture/house_cleanup/xeno_table.iff		lobby02	-1.7	0	12.4	0.1										
object/tangible/furniture/house_cleanup/xeno_throne.iff		lobby02	-1.4	0	11.35	-0.6										
object/tangible/furniture/house_cleanup/xeno_rug.iff		lobby02	-1.3	0.01	10.69	-0.6										
object/tangible/furniture/house_cleanup/xeno_desk.iff		lobby02	1.29	0	9.07	-2.17										
object/tangible/furniture/house_cleanup/xeno_throne.iff		lobby02	-0.17	0	9.17	0.96										
object/tangible/furniture/house_cleanup/xeno_desk_lamp.iff		lobby02	1.62	0.8	8.54	-1.16										
house_packup_reward_npc		lobby02	-2.4	0	10.3	143										
object/tangible/painting/painting_house_cleanup_imperial.iff		lobby02	-2.732974	1.17	7.0148315	0										
object/tangible/painting/painting_house_cleanup_rebel.iff		lobby02	-4.209033	1.17	7.010108	0
object/tangible/collection/rare_pistol_white_thranta.iff		cafe	-2.8774793	7.793666	-8.040081	75
object/tangible/collection/col_stage_controller_01.iff		cafe	-17.3	7	-4.3	143
object/tangible/collection/col_stage_controller_02.iff		guest07	27.7	-0.3	-2.9	0
object/tangible/collection/col_stage_controller_03.iff		meeting03	-11.6	-0.25	-13.39	0
