id	count
s	i
96887657155	2
103175717968	2
103243778965	1
109053669023	2
115721271895	1
116535377548	3
118195663345	3
129645304663	1
129763486142	2
130365763996	2
131326160359	1
131493025115	1
131602217580	1
137808026667	1
140306302045	1
143328744576	1
144043510758	1
144439052863	2
146540169774	2
146644097861	2
146674566754	1
146761218243	2
149032232070	1
149127315390	1
149897922162	3
149967476337	1
150138000588	3
150672811797	1
151263341793	1
151608454907	1
151681188452	1
151804778222	1
155333876836	1
155583413351	3
157109655317	1
157192845916	2
157780340327	2
157858360755	1
157864741593	1
157919812548	1
158876694780	1
159373138003	1
159474719559	3
159847334528	2
162709918918	1
164776852163	1
165465548821	1
165746249674	1
165777258130	2
165855295192	1
167029906381	1
167203561542	1
167561245198	1
167688211197	1
170046600197	1
170061424040	1
170204928825	1
170248526159	1
170859063635	1
170859063672	1
170928085860	1
171903951290	1
171950214545	3
172100436533	1
172126187013	1
172257136368	1
173225406072	2
173861373785	1
173886800262	2
174014217399	1
174425322345	3
175080689139	2
175140889697	1
175244044844	6
175315521603	1
175330903871	1
175348638985	2
175504894927	4
175757327492	1
175837911037	1
175994223084	1
176020949234	1
176263115107	1
176276675560	1
176495878819	1
176550349319	1
176674519037	1
176771047638	1
176807964651	1
176847325422	1
176880239373	4
176925161646	3
177240966608	1
177272155439	1
177481245406	1
177575383545	3
177575665343	2
177691021669	1
177711579089	1
178044961580	2
178159481968	1
178159694367	1
178205961679	1
178362203093	2
178362429984	1
178362615358	1
178399808201	1
178490333058	1
178523776382	1
178523802553	3
178523834880	1
178529207954	1
178746873629	1
178793816132	2
178948348629	1
178948520906	1
178948521651	1
179062735373	1
179200778494	1
179318066948	2
179347557478	1
179350689633	1
179361312289	1
179371736111	1
179552150497	1
179567189967	1
179606204316	2
179622890286	1
179628537413	1
179695296217	1
179713523209	1
179744763472	1
179744763646	1
179779844127	1
179825259904	1
179865545534	1
179890304626	1
179910275289	1
179930330001	1
179930333660	1
179946009350	1
179978999287	1
179994829337	1
179994834512	1
180029122629	1
180059473168	1
180059492057	1
180072030718	1
180072553164	1
180118905026	1
180171490498	2
180173412137	1
180173412362	1
180173425599	1
180179596667	1
180183697940	1
180200191578	2
180246779832	1
180279899285	1
180310942415	1
180459794074	1
