id	count
s	i
102403028266	1
113797165146	1
115857399471	1
116589431092	1
117021247739	1
117718791024	1
120469398598	1
121819570310	1
123450462478	2
124941200855	1
125303432787	2
125351178361	1
125450132363	1
135402695154	2
135473363594	1
138074343433	1
139637373694	2
140082967147	1
143204030598	1
145513955691	3
145792917155	1
148460650341	2
148472825616	1
148473551901	1
148748545943	1
148803270753	1
148803270757	1
148923840763	1
149663353529	1
149808112195	1
149958454184	1
150137253147	2
150263601280	1
150691852485	1
150773440461	1
150777730273	1
151462202743	2
151731458766	1
151758182095	1
151901524459	3
152076695779	1
152080598504	1
152408003738	1
152442444411	1
152501102184	1
152665769903	1
152810453216	1
152864484346	1
152899755373	2
