id	count
s	i
94008232328	1
96911804424	1
103999948578	1
119245217605	1
133546472283	1
134213092915	1
135324938575	2
135736081161	1
138061659321	1
138141170104	1
140040368535	2
141895539937	2
143328533698	1
143595344502	1
146877989815	1
149113871366	1
150852556841	2
152653731421	1
153102609001	1
154007262448	1
155101161358	1
160934559412	2
161172126847	1
169073774309	2
173043228696	1
173043230125	1
175644428442	1
175676550887	1
179417376319	1
179690039778	1
183333831394	1
184792827888	1
187582651391	1
187600508690	1
191064789952	2
191334841334	1
191492132317	1
193235550967	1
193458116891	1
193882440047	2
194550522281	3
194730271378	2
194959938951	1
195045576155	5
195622242699	1
195776804996	1
196013176152	1
196107267990	1
196107270994	1
196191921438	3
196191921470	6
196212307997	1
196239929170	1
196471289512	1
196666007459	1
196995066020	3
197002286099	1
197224299362	1
197226261636	1
197257792066	1
197555418250	1
197597054084	1
197727206576	1
197758324284	1
197972627190	1
198026268860	3
198125121622	1
198175339942	1
198177250719	1
198295603137	1
198410460705	1
198563706742	1
198636118278	2
198892134558	2
199071463939	1
199406414431	1
199431592216	1
199456349962	1
199697758463	1
199708732956	1
199708733049	1
