id	count
s	i
63949377036	1
75302481977	1
89855282879	1
92490214932	1
92997831497	1
94467157217	1
94467157997	1
102793659795	1
117438771531	2
118422037139	1
121765742374	1
127001199671	2
129006903500	1
132533782890	1
134684809790	1
136769888462	2
137330376937	1
137535300040	1
138971706258	2
139923203306	2
140625375169	1
141311829302	1
141612183523	1
143215371277	1
144227221470	1
144228722399	2
145003242684	3
145416933338	1
145708771318	1
149398071477	1
149873307951	1
150949065414	1
150949065426	1
151637783388	1
151811855369	1
153331515309	1
154196976162	2
154351872423	2
156022254440	2
156876302454	1
157067614537	1
158291101514	2
158372220877	2
158824752372	1
160535944408	2
162555227079	1
162588842155	1
162917201563	1
163932783446	1
166305148930	1
166353758498	1
166767124369	1
166767124736	1
166767125092	1
166767125147	1
166767125550	1
166767127557	1
167698389862	1
169643047259	1
170535320056	1
170572886575	1
172226848786	1
172883934012	1
173388380786	1
174894132701	1
174894135221	1
176519046534	2
178108910142	1
178508374942	1
178618921807	1
180041932494	1
180372156492	1
180460404581	3
180469666361	1
180469686813	1
180573830216	1
180642343900	1
180716355414	1
180843278836	1
181446747680	1
181461312473	1
182070297661	1
182080431155	2
182408089368	2
182421220678	1
182591234779	2
182639966618	1
182780661705	1
182906443839	1
183112344875	1
183143324823	2
183194363057	1
183194644328	1
183248263637	1
183495080294	2
183514527617	1
183696998438	1
183739313344	2
183817400080	1
183847500942	1
183953365746	1
184232136914	1
184236935488	2
184508441664	1
184509879115	1
184509908472	1
184563079348	1
184733042936	1
184735959812	1
184757492363	1
184868520462	1
184900091883	1
184975616746	1
185078438179	1
185122457021	1
185181129917	1
185181130173	1
185209920893	1
185237795433	1
