id	count
s	i
821831969	3
1948507095	1
2080240683	1
3197056779	1
3802058884	1
6762344501	1
7641643494	1
8231592884	1
8232707978	1
8538266201	1
8678522324	1
9242651572	1
9523622845	1
9870651708	1
9940055791	1
10177486334	1
10308038973	2
10762159529	1
10850148849	1
10863569790	2
10904559446	1
10904559731	1
10989586095	1
11163834895	1
11163834923	1
11166549810	1
11186312100	1
11593222567	1
11629665834	2
11723414476	1
11783402657	1
11783402728	1
11792910050	1
11817962109	1
11836224131	1
11889103089	1
11949045618	1
11985030707	1
12245905621	1
13016411053	1
13526611663	1
17093226551	1
17400254902	1
17444498030	1
17470546436	1
17596596930	1
17829616957	1
18186408421	1
18260942429	2
18309256951	1
18331333067	1
18337165167	1
18351730936	1
18351730957	1
18485719994	1
18508618218	1
18581782514	1
18645762620	1
18678390181	1
18713742639	1
18739049021	1
18739286171	1
18803458133	1
18803914992	1
18807309854	1
18878227364	1
18893404582	1
18981293764	1
19049302452	1
19049302470	1
19049302488	1
19049302558	1
19049302634	1
19049314829	1
19243624859	1
19450327304	1
19450504185	1
19459354347	1
19470279895	1
19485484994	1
19500609017	1
19515269526	1
19537025612	1
19537027861	2
19537028867	1
19551902332	1
19553585314	1
19645056411	1
19690315982	1
19702602025	1
19737801477	3
19737817946	1
19739032899	3
19771280928	1
19896665187	1
19896665191	1
20023864524	1
20071978175	1
20200526468	1
20218053251	1
20364142323	1
20404733840	1
20467666033	1
20468063702	1
20536514039	1
20564723850	2
20744250278	1
20814687419	2
20831332991	1
20840551553	1
20845918376	1
20854349178	1
21083256305	1
21095266552	1
21106177763	1
21112185952	1
21116050512	1
21116080157	1
21116103173	1
21142506458	1
21145976842	3
21162511685	1
21162512401	1
21167543853	1
21167547197	1
21167547461	1
21167547631	1
21167547791	1
21177016367	1
21177016381	3
21177017030	7
