id	count
s	i
76987389723	1
90805629329	1
103875753997	1
105488303805	1
105622951396	1
106736669300	2
107041369231	1
108128813463	1
122468725044	2
124562120020	1
134876456768	3
138913407952	2
142685930894	2
143918156299	1
146933473003	1
147047947771	1
147050173915	1
150403548932	1
150403549035	1
151862343413	1
153113169099	1
153790216959	1
154809061303	3
157631782708	1
158942419354	1
165510653976	1
167082618592	1
170559242542	1
171269285733	1
171396926680	1
171625124120	1
173899453374	1
175397774483	2
177304480700	1
177692294593	1
177825132849	1
178707343803	1
178707346539	1
178765681309	2
179007380731	1
179457947400	3
181700774473	3
182221336559	1
183934578708	1
184257880736	1
187732533210	1
190431649781	3
194834027563	2
195919665630	1
198126184726	1
200479445393	2
201289395689	3
201586866895	1
202210758395	1
202512124112	1
203099918358	2
203136952630	1
204652096541	1
205958461109	1
205990217170	1
206182241562	2
209351560990	1
209438264986	2
212449166708	1
212973968299	1
214421714921	2
214667381727	1
215074734927	1
215213031309	1
216837468986	1
217284977251	1
217402246223	1
217520130558	1
218329895484	1
218560205488	1
218590471891	3
218590472278	1
218884678347	5
219183629941	6
219237180268	1
219616266641	1
219662415079	3
219685557074	2
219720924053	4
219766243595	1
220048998827	2
220296391115	1
220392585727	1
220460592714	1
220491006391	1
220578929443	1
220578930542	1
220588996884	1
220703385619	1
220714269145	1
220767785210	1
221028222535	3
221192031146	1
221231944052	1
221397012633	1
221423461600	1
221508024378	1
221653251678	2
221721704993	1
221808022589	1
222037808556	1
222078756475	1
222093567831	1
222127260000	1
222318785166	1
222375817575	1
222375822171	1
222375822183	1
222404789787	1
223040058505	1
223078234913	1
223302019218	1
223318129967	1
223368913472	1
223561396094	3
223645537200	1
223695630382	1
223736976679	1
223770067507	1
223888977188	2
223900025971	1
224107101529	1
224129655526	1
224229852612	1
224355121031	1
224383890184	1
224398433061	1
224467037182	1
224485294225	1
224496011184	1
224578364516	1
224647964381	1
224770370576	1
224790836345	1
224790952373	1
224942554565	1
225000527586	1
225031960880	1
225051812984	1
225195225001	1
