id	count
s	i
49402329710	1
62717240338	3
83990090365	1
96197925754	1
99394775323	1
109992428625	2
111930021234	2
112488967852	1
113741176818	1
113849919976	1
117796262246	1
119115406546	1
123467432249	2
123747485267	2
124390556935	1
124442594975	1
126955826748	1
130675192730	1
131473631334	1
131940742446	1
132245335317	1
132702327355	1
132716397476	2
133875838306	1
133960939634	1
135840240180	1
137082927139	1
137082927154	1
137455576901	1
137544962347	1
138590207408	1
142200416165	1
142395794043	1
142858284822	1
143264552410	1
144694070115	1
145055643879	2
145365152144	1
145970489727	1
145971249339	3
145984413306	1
146636339087	1
146709624427	2
146773768154	1
146833993349	1
146887046031	2
146904905292	1
146926524408	1
147006936909	1
147007771674	1
147121117663	1
147139064642	1
147192606243	1
147311819223	1
147388833700	1
147405870205	1
147412971997	1
147435080805	1
147583600778	1
147583611353	2
147611812537	1
147690619556	1
147696911694	1
147703460111	1
147717438693	1
147720459456	2
147807348815	1
