id	count
s	i
77015111935	1
77090912008	1
77090913245	1
77391170070	1
82144589367	1
98101462014	1
98741629207	2
105310781409	2
117268759343	1
118739884866	1
133184338189	1
133883912084	1
135775557515	3
137842285770	2
138381306080	2
140230560283	1
141558660882	1
141632381799	1
141945522775	3
142568327305	2
143921761875	1
144381392114	1
145172056214	1
146930690596	1
149285178978	1
152398984388	1
152787225857	1
153159118066	1
156776090192	1
158018132300	1
159493274948	1
159599648983	1
159633474291	1
161776972142	1
162051806457	1
162799426073	1
162938450876	1
163165612646	1
163350383789	1
163852606552	1
164413766906	2
164988245555	1
165041972295	1
168546606744	1
168689756148	1
168870493732	1
171417163320	1
171534127340	2
176609384666	1
178984884074	1
180341018430	1
181125943599	1
181176094964	1
181810932764	1
182622025491	3
182920683030	1
182944492409	1
184137932901	1
184695948518	2
185085018201	1
185212896725	1
185826448243	1
185894898529	1
186439281437	1
186629104076	1
186836072213	1
187507931992	1
187597022728	1
187752280037	1
187931983586	3
188054266082	1
188054606679	4
188301453477	2
188429157404	1
188446779123	1
188504519422	1
188834324433	1
188890476170	4
188964895128	1
189064755364	1
189433264108	1
189546893603	2
189985584781	1
190378793294	1
190383393973	2
190486857320	1
191013090525	1
191123551545	1
191133840493	1
191133840502	1
191224410395	1
191224414471	1
191224444182	1
191243686496	1
191281473456	1
191333902429	1
