id	count
s	i
86505592458	2
88385173681	2
89211638684	1
98535572307	1
98535578550	1
98535582134	1
105942303081	2
109758586836	1
115865375240	1
121096093013	1
125022718318	1
125773476218	1
128234387642	1
128887208873	1
134036774251	1
134313153486	1
134597890634	1
137059786321	1
138526339317	3
138907966777	1
139525220895	1
142699978372	1
142699978881	1
149645192089	1
149688144072	1
149755770180	1
150224678835	1
150485086501	3
154577729427	1
156981777745	1
159470115330	2
159933580408	1
161041214588	1
162098785438	1
162237906993	1
162373619925	1
162458714700	1
162507322307	5
162741297401	1
163561987476	1
163605270364	2
163649894919	1
163703545639	1
163829367119	1
163998294185	1
164117722061	1
164164268361	1
164850040064	1
165048222224	4
165052758067	1
165074940016	1
165074940088	1
165112368014	1
165220314871	1
165311391616	1
165343487142	1
165362499521	1
165539762559	4
