id	count
s	i
66690238142	1
81539008580	1
84731189171	1
85336675898	1
108500539477	1
109000882593	2
113759856400	1
115573509129	2
115730895216	1
118014450075	1
119167167894	2
120766174514	1
122241199624	1
122408902885	1
122763763606	1
123752029450	1
126950655391	1
128878738511	1
129738957400	1
130135653743	1
130821041912	1
137528063666	1
138006005080	1
138084792993	1
138785370904	2
140468480622	1
142322650660	1
145607064698	2
145681601100	1
147210172430	1
147485212269	1
147976244105	1
148129151873	1
148940132158	2
150046084453	1
150807240044	1
150827091769	1
151101699020	2
154953265726	1
154960861427	1
154960886529	1
155266916333	1
155934581599	1
158594704942	2
158676143196	1
163322417352	1
163478568961	1
163700842822	1
167253065004	1
168515943030	1
168669675626	1
170378109842	1
171087505741	2
171101321991	1
171637677224	1
173229717002	1
173654662744	1
175267761555	1
177882752924	1
180002970709	1
180083060057	1
180198238238	1
180461991285	1
180724857082	1
180936760446	1
181056537633	2
181473589078	1
181601255658	1
181790068640	1
182211163999	1
182292180852	1
183200181869	3
183268584351	1
183293796789	2
183427186933	1
183558939172	2
183576507687	1
183600786626	2
183631896610	1
183908109773	1
183995745941	1
184127668189	1
184258335437	1
184826139877	1
185012251559	1
185082644833	2
185088951275	1
185322700669	2
185532979161	1
185619048092	1
185769663405	1
185789029644	1
185843976840	1
186036670685	1
186376049822	1
186376117744	1
186396261776	3
186425676696	1
186492407795	3
186601155243	1
186609134134	1
186629532083	1
186747764728	1
186747764775	1
187209812419	1
187298521117	1
187370828156	1
187391874673	1
187431758691	1
187487769953	1
187534806628	1
187549279810	1
187649966012	1
187725692289	1
187764149009	1
187782950401	1
187802323369	2
187877699729	1
187954160798	2
187961988888	1
187961988915	1
187961989024	1
188083614518	1
188083614579	1
188094951043	1
188218968004	1
188255510759	1
188350259152	1
188370858803	1
188474753578	1
188563535110	1
188563535116	1
188713062080	1
188760491520	1
188805575678	1
188876560734	1
188892338089	1
188918984071	4
188955596648	1
188955684237	1
189077801521	1
189077801542	1
189123357440	1
189134754837	1
189140811458	1
189173644318	1
189250456371	4
189250456383	1
