id	count
s	i
63546473172	1
66867402470	3
69931288286	2
91114359692	1
101907790794	1
113935216906	2
115699341829	3
119132694248	1
121804874213	2
121845327800	1
124390139288	1
124622989761	1
127719306282	1
136345681075	1
136925391564	2
137043100399	1
138848831909	2
139652306431	1
140054039553	2
142842317008	3
142898575725	1
142922203044	1
143409902524	1
144408954453	1
144553685505	2
145289213039	1
145468134932	1
145719336768	1
145818772111	1
146041014999	1
146078785120	1
146136699072	1
146627284340	2
146719023306	1
147331773009	1
147540921151	1
