id	count
s	i
65241773753	1
88880525469	1
105319652812	1
106485012252	1
116877463884	3
117041848089	1
124456143273	1
124578236760	1
124907301525	1
127868826568	1
132514804331	1
134674361358	1
139681828573	1
141431425620	1
145557377147	2
146726465553	1
147735401436	1
150329376360	1
152392306967	3
153185407487	1
153916595972	1
153962224200	1
153962279161	1
154257916719	1
154275252982	1
155113025609	1
155259885093	1
155561900908	1
155571690315	8
155724996185	1
155925754588	1
155999047493	1
156065965223	1
156778259886	1
