id	count
s	i
69077201616	1
88405513540	1
100122292403	1
102126672252	1
112350650553	1
128988029479	1
134537484760	1
135692593317	1
148419701216	1
148575408071	1
152271428929	2
153896775845	1
153914797303	1
154189026706	3
154422745356	2
156844226296	1
158486241436	1
164411255827	1
166656914578	2
166779628193	3
166779641326	1
167625315885	1
167713655645	2
172991163115	1
172991165090	1
172991166935	1
177800939810	1
180722720337	1
181884823012	1
184636868732	1
185260945938	1
185535878071	1
185692412280	1
185712833932	1
185819601434	1
186072812663	1
186379695328	1
186469082756	1
186484293478	2
186495332456	1
186648048509	2
186798024935	1
186803085960	1
186826370483	1
186871352383	1
187127699836	1
187205826297	1
187441298044	1
187479800814	1
187585799219	1
