id	count
s	i
68402353782	2
79170296119	2
99219320811	1
104451504793	1
110632917554	1
110965415458	1
111349094903	1
115051373147	2
125029168763	1
127647674786	1
128091345685	1
128855506776	1
131034923308	1
131639879665	1
132009849472	1
140423314826	1
143264393857	1
144935119173	1
145074018436	1
147861778698	1
149665492886	2
151743682246	1
151944679049	1
154677795289	1
155435417299	1
157835283136	1
157996349308	1
158418437658	1
158435295034	1
158619152008	1
158628801492	1
158646851560	1
158836353112	2
158861960658	2
158885076443	4
159129871144	1
159160550409	2
159935870718	1
159977561989	1
160331939505	1
160417060515	1
160491538928	1
160537089194	1
160658298195	1
160690893919	4
160747667932	1
161137951686	1
161245811622	1
