id	count
s	i
108152917251	1
109370770513	1
110731121995	1
111578615490	1
115085268711	1
118174837014	1
122820567726	2
122902535922	1
122902539215	1
122902544977	1
130418627030	1
130441928580	1
131810042588	1
132123046224	1
133938338480	1
137103397498	2
144414818539	1
146453435296	3
149596031129	1
153336769093	1
153488520463	1
154988163372	1
155375976457	1
155614949876	1
157091664774	2
157335357092	1
158427925680	2
160357697495	2
162631597321	1
163746893139	1
163820570180	1
164202367745	1
164684369751	1
164762056855	3
165163568182	1
165425170649	1
165472840467	3
165657272919	1
165773078750	1
166126602535	1
166275570063	1
166276972534	1
166324634556	1
166904486061	1
166906453408	1
166933915528	1
167007257579	1
167174761767	1
167178914801	1
167179152255	1
167216331648	1
167216333965	1
167216342782	1
167262999814	1
167327527859	2
167527097069	1
167575986614	1
167575990112	1
