id	count
s	i
56300726709	2
62532900274	1
80006707363	1
80881808150	1
82194126278	1
84612712933	1
91063916579	3
102256040000	1
108529432715	1
109666081258	1
111383451687	1
111560711963	1
111928448889	1
115688844637	1
117810448734	1
118504445935	1
118888894862	2
121035427167	3
123200050149	1
123386820254	1
127576477099	1
127887551813	1
128283413794	2
131012111203	2
132320677899	1
133743928906	1
135809659302	2
136015768463	1
136809842312	1
137301510396	1
142194429504	2
142654379135	1
144174162537	1
144814781580	1
145114300813	1
145156503160	1
147923488887	1
147984963529	1
148023262310	1
148370969290	1
150496263548	1
152428081074	2
152789844953	1
153342426565	1
153478966561	1
153801532490	1
153882191530	1
153882506074	1
154766462892	1
154774099369	1
154793757240	1
155299760212	1
156806915894	1
158440474614	1
159958276618	1
161067272080	1
161423074471	1
164486042603	1
164556357290	1
164841859797	1
165380023333	3
165509748062	1
166371312980	2
166411734331	1
166886030538	1
168080800449	2
168691429129	1
168707988001	1
168743987544	1
169124961395	4
169135497569	1
169179970336	3
169180362759	1
169238649258	2
169701137746	2
169751742705	1
170622145314	2
170666457295	1
170687888864	1
170714932383	1
170733324221	2
170817710969	1
171041718194	1
171041718213	1
171166117700	1
171174928751	1
171175952958	1
171179321798	2
171199904084	2
171387189035	1
171472475197	1
171636252642	1
171682125306	1
171731917875	1
172109570705	1
172194972614	1
172195148564	8
172392439103	1
172392443876	2
172608017800	1
172808143723	1
173068719879	1
173149439318	1
173281799513	1
173327558289	1
173327560063	1
173440616544	1
173440617012	1
173498576869	1
173556423993	1
