id	count
s	i
48924461978	1
51730204193	1
57261541168	1
99900346625	1
100741597252	1
101119318691	1
101850487656	1
103233449551	1
104012827906	1
104648810984	1
105394151401	1
110420779970	1
116924610186	1
118286105550	1
118710820453	1
119780930656	1
121685292661	1
123412702830	1
126544038185	1
135427020549	1
142139370146	1
144121303045	1
149618455429	1
149737361091	1
149738769334	1
149761537043	1
150177262834	2
150955844418	1
151361856640	1
151581916915	1
151639181225	1
151985233189	1
152154877032	1
152267926194	2
152493989490	1
152633331401	1
152750447608	1
153352015044	1
153362944598	1
153531176759	1
153605131481	1
154584110464	1
154657025521	1
