rankName	rankSlotId	title	alternateTitle1	alternateTitle2	alternateTitle3	alternateTitle4	alternateTitle5	Comments
s	i	b[0]	s	s	s	s	s	c
gr_guild_ace	0	1						rankSlotId must start with 0
gr_guild_admiral	1	1						rankSlotId must be contiguous with no holes and no dupes
gr_guild_architect	2	1						they don't have to appear in contiguous order but the assignment of rankSlotId
gr_guild_armorsmith	3	1						to new slots must be done contiguously
gr_guild_band	4	1						
gr_guild_band_leader	5	1						rankSlotId cannot be reused
gr_guild_banker	6	1						once a rankSlotId has been assigned it cannot be removed
gr_guild_beastmaster	7	1						because that would create a hole and you cannot reuse that rankSlotId for a new slot
gr_boot	8	1						
gr_guild_bum	9	1						the order that things appear here is the order things will be displayed in the UI/SUI
gr_guild_captain	10	1						
gr_guild_chef	11	1						you can add as many more alternateTitle columns as you wish
gr_guild_civic_leader	12	1						as long as the alternateTitle columns are named alternateTitle<number> and are contiguous
gr_guild_clown	13	1						for example you can add new alternateTitle columns alternateTitle6 alternateTitle7
gr_guild_commander	14	1						alternateTitle8 alternateTitle9 alternateTitle10 alternateTitle11 and so on
gr_guild_communications_officer	15	1						
gr_guild_consultant	16	1						it is recommended that the rank name and alternate title name start with gr_
gr_guild_coordinator	17	1						to minimize the chance of a name conflict in the skl_t.stf file which is the
gr_guild_council_member	18	1						shared title file for all systems that support title
gr_guild_crafting_leader	19	1						"(skills, abilities, collections, guild member rank, city citizen rank)"
gr_guild_curator	20	1						
gr_guild_custodian	21	1						
gr_guild_decorator	22	1						
gr_guild_diplomat	23	1						
gr_guild_elder	24	1						
gr_guild_enforcer	25	1						
gr_guild_engineer	26	1						
gr_guild_entertainment_leader	27	1						
gr_guild_event_leader	28	1						
gr_guild_fool	29	1						
gr_guild_founder	30	1
gr_guild_general	31	1
gr_guild_gofer	32	1
gr_guild_goofball	33	1
gr_guild_guide	34	1
gr_guild_healer	35	1
gr_guild_helper	36	1
gr_guild_historian	37	1
gr_guild_initiate	38	1
gr_guild_inquisitor	39	1
gr_guild_joker	40	1
gr_guild_judge	41	1
gr_guild_leader	42	1
gr_guild_lieutenant	43	1
gr_guild_loot_master	44	1
gr_guildmaster	45	1
gr_member	46	1
gr_guild_militia	47	1
gr_guild_miner	48	1
gr_guild_officer	49	1
gr_guild_organizer	50	1
gr_guild_outfitter	51	1
gr_guild_pilot	52	1
gr_guild_pilot_leader	53	1
gr_guild_pirate	54	1
gr_guild_planner	55	1
gr_guild_pledge	56	1
gr_guild_practice_squad	57	1
gr_guild_private	58	1
gr_guild_prospect	59	1
gr_guild_quartermaster	60	1
gr_guild_raid_leader	61	1
gr_guild_recruit	62	1
gr_recruiter	63	1
gr_guild_rock_star	64	1
gr_guild_scavenger	65	1
gr_guild_scoundrel	66	1
gr_guild_secretary	67	1
gr_guild_senator	68	1
gr_guild_senior_officer	69	1
gr_guild_sergeant	70	1
gr_guild_shipwright	71	1
gr_guild_soldier	72	1
gr_guild_specialist	73	1
gr_guild_spice_runner	74	1
gr_guild_squad_a	75	1
gr_guild_squad_b	76	1
gr_guild_squad_c	77	1
gr_guild_squad_d	78	1
gr_guild_supplier	79	1
gr_guild_support	80	1
gr_guild_tailor	81	1
gr_guild_tank	82	1
gr_guild_treasurer	83	1
gr_veteran	84	1
gr_guild_warlord	85	1
gr_guild_weaponsmith	86	1
gr_guild_whip	87	1
