SPAWN	LEVEL	SCRIPT	NUMWAVES	SYSMESSTART	SYSMESEND	MINRADIUS	MAXRADIUS	SPAWNDELAY	MAXWAVETIME	TIMEBETWEENWAVES	BADGE
s	i	s	i	s	s	f	f	i	i	i	i
panshee_cub	5	event.auto_invasion.invader	8	ewok_start_starport	ewok_end_starport	100	300	5	5	1	124
naive_panshee_workling	9										
panshee_worker	12										
hardened_panshee_warrior	16										
panshee_ritualist	19										
competent_panshee_ritualist	20										
adept_panshee_shaman	22										
panshee_tribesman	22										
panshee_loremaster	24										
panshee_elder_worker	26										
panshee_warrior	26										
weathered_panshee_shaman	27										
panshee_matriarch	28										
panshee_shaman	30										
proficient_panshee_worker	33
panshee_veteran	35
skilled_panshee_worker	36
gifted_panshee_shaman	37
revered_panshee_matriarch	38
masterful_panshee_warrior	42
seasoned_panshee_warrior	40
panshee_elder	46
panshee_chief	48
wise_panshee_ritualist	50
archaic_panshee_ritualist	60
END	9999
