TEMPLATE	X	Y	Z	YAW
s	f	f	f	f
object/static/structure/military/military_wall_weak_imperial_style_01.iff	17.00	0.22	6.00	0.00
object/static/structure/military/military_wall_weak_imperial_16_style_01.iff	-21.00	0.22	-2.00	90.00
object/static/structure/military/military_wall_weak_imperial_style_01.iff	-9.00	0.22	14.00	0.00
object/static/structure/corellia/corl_power_transformer_s02.iff	-17.00	0.00	-1.00	0.00
object/static/structure/corellia/corl_power_bubble_node.iff	-17.00	0.00	-6.00	0.00
object/static/structure/corellia/corl_power_transformer_s01.iff	17.00	0.00	-6.00	-90.00
object/static/structure/military/military_wall_weak_imperial_style_01.iff	13.00	0.22	10.00	90.00
object/static/structure/military/military_wall_weak_imperial_16_style_01.iff	21.00	0.22	-2.00	90.00
object/static/structure/military/military_wall_weak_imperial_style_01.iff	-17.00	0.22	6.00	0.00
object/static/structure/military/military_wall_weak_imperial_style_01.iff	-13.00	0.22	10.00	90.00
object/static/structure/military/military_wall_weak_imperial_style_01.iff	9.00	0.22	14.00	0.00
object/static/structure/military/military_wall_weak_imperial_style_01.iff	0.00	0.22	-10.00	0.00
object/static/structure/military/military_wall_weak_imperial_16_style_01.iff	-13.00	0.22	-10.00	0.00
object/static/structure/military/military_wall_weak_imperial_16_style_01.iff	13.00	0.22	-10.00	0.00
object/static/structure/military/military_column_strong_imperial_style_01.iff	-4.00	0.22	-10.00	0.00
object/static/structure/military/military_column_strong_imperial_style_01.iff	4.00	0.22	-10.00	0.00
