strTemplate	intSpawnLimit	intMinDifficulty	intMaxDifficulty	intWeighting	intSize	intNumToSpawn	strTemplateToSpawn	strLairType	strBuildingType	intGCWFaction	intGCWThreshold	intGCWScoreType	strGCWSpecificRegion
s	i	i	i	i	i	i	s	s	s	i	i	i	s
object/tangible/lair/npc_lair.iff	-1	40	50	15	25			talus_corsec_truthfinder_neutral_none					
object/tangible/lair/npc_lair.iff	-1	40	50	15	25			talus_corsec_traitor_base_neutral_medium_theater					
object/tangible/lair/npc_lair.iff	-1	40	50	15	25			talus_dalyrake_nest_neutral_medium					
object/tangible/lair/npc_lair.iff	-1	40	50	15	25			talus_dalyrake_pack_neutral_none					
object/tangible/lair/npc_lair.iff	-1	40	50	15	25			talus_devil_gulginaw_flight_neutral_none					
object/tangible/lair/npc_lair.iff	-1	40	50	15	25			talus_devil_gulginaw_nest_neutral_medium					
object/tangible/lair/npc_lair.iff	-1	40	50	15	25			talus_drall_camp_neutral_medium_theater					
object/tangible/lair/npc_lair.iff	-1	40	50	15	25			talus_fynock_youth_lair_neutral_small					
object/tangible/lair/npc_lair.iff	-1	40	50	15	25			talus_fed_dub_patrolman_patrol_neutral_none					
object/tangible/lair/npc_lair.iff	-1	40	50	15	25			talus_song_rasp_flock_neutral_none					
object/tangible/lair/npc_lair.iff	-1	40	50	15	25			talus_song_rasp_lair_neutral_medium					
object/tangible/lair/npc_lair.iff	-1	40	50	15	25			talus_rasp_flite_large_neutral_none					
object/tangible/lair/npc_lair.iff	-1	40	50	15	25			talus_humbaba_herd_neutral_none					
object/tangible/lair/npc_lair.iff	-1	40	50	15	25			talus_humbaba_lair_neutral_medium					
object/tangible/lair/npc_lair.iff	-1	40	50	15	25			talus_liberation_loyalist_camp_neutral_medium_theater				
object/tangible/lair/npc_lair.iff	-1	40	50	15	25			talus_grand_wrix_pack_neutral_none				
object/tangible/lair/npc_lair.iff	-1	40	50	15	25			talus_putrid_decay_mite_hatchling_large_neutral_none				
object/tangible/lair/npc_lair.iff	-1	40	50	15	25			global_imp_stormtrooper_tier1		1	50	1
object/tangible/lair/npc_lair.iff	-1	40	50	15	25			global_imp_scouttrooper_tier1		1	50	1
object/tangible/lair/npc_lair.iff	-1	40	50	15	25			global_imp_assaulttrooper_tier2		1	75	1
object/tangible/lair/npc_lair.iff	-1	40	50	15	25			global_imp_inquisitor_tier2		1	75	1
object/tangible/lair/npc_lair.iff	-1	40	50	15	25			global_imp_novatrooper_tier3		1	90	1
object/tangible/lair/npc_lair.iff	-1	40	50	15	25			global_reb_soldier_tier1		2	50	1
object/tangible/lair/npc_lair.iff	-1	40	50	15	25			global_reb_commando_tier1		2	50	1
object/tangible/lair/npc_lair.iff	-1	40	50	15	25			global_reb_assault_tier2		2	75	1
object/tangible/lair/npc_lair.iff	-1	40	50	15	25			global_reb_commando_tier2		2	75	1
object/tangible/lair/npc_lair.iff	-1	40	50	8	25			global_reb_atxt_tier3		2	90	1
object/tangible/lair/npc_lair.iff	-1	40	50	7	25			global_reb_trooper_tier3		2	90	1
