strTemplate	intSpawnLimit	intMinDifficulty	intMaxDifficulty	intWeighting	intSize	intNumToSpawn	strTemplateToSpawn	strLairType	strBuildingType
s	i	i	i	i	i	i	s	s	s
object/tangible/lair/npc_lair.iff	-1	9	15	50	15			talus_paralope_herd_neutral_none	
object/tangible/lair/npc_lair.iff	-1	9	15	50	15			talus_paralope_lair_neutral_medium	
object/tangible/lair/npc_lair.iff	-1	9	15	50	15			talus_vynock_lair_neutral_medium	
object/tangible/lair/npc_lair.iff	-1	9	15	50	15			talus_vynock_pack_neutral_none	
object/tangible/lair/npc_lair.iff	-1	9	15	50	15			talus_song_rasp_lair_neutral_medium	
object/tangible/lair/npc_lair.iff	-1	9	15	50	15			talus_song_rasp_flock_neutral_none	
object/tangible/lair/npc_lair.iff	-1	9	15	50	15			talus_foaming_vynock_lair_neutral_medium	
object/tangible/lair/npc_lair.iff	-1	9	15	50	15			talus_foaming_vynock_pack_neutral_none	
object/tangible/lair/npc_lair.iff	-1	9	15	50	15			talus_putrid_decay_mite_hatchling_large_neutral_none	
object/tangible/lair/npc_lair.iff	-1	9	15	50	15			talus_rasp_flite_large_neutral_none	
object/tangible/lair/npc_lair.iff	-1	9	15	50	15			talus_fynock_feared_neutral_none	
