name	template_name	type	cost	max_charges	daily_uses	placement_spacing	objvar	relicLootCatergory	relic_tier	scripts	buildout_radius	allow_interior
s[unique]	s[none]	"e(prop=0,static_effect=1,immediate_effect=2,combat_npc=3,flavor_npc=4,other=5,costume=6,theater=7)[prop]"	i	i[100]	i[0]	f[2.0]	s[none]	s[no_loot]	i[-1]	s[none]	f	i[0]
st_th_flat_small_01_01	object/tangible/storyteller/theater/flat_layer_small.iff	theater	-1	1							10	
st_th_flat_medium_01_01	object/tangible/storyteller/theater/flat_layer_medium.iff	theater	-1	1							25	
st_th_flat_large_01_01	object/tangible/storyteller/theater/flat_layer_large.iff	theater	-1	1							50	
st_ie_artillery_strike_01_01	clienteffect/restuss_event_artillery_strike.cef	immediate_effect	3250									
st_cn_tusken_raider_01_01	storyteller_tusken_raider	combat_npc	250									
st_pr_tiki_torch_01_01	object/tangible/storyteller/prop/pr_tiki_torch.iff	prop	750									
st_pr_tent_basic_01_01	object/tangible/storyteller/prop/pr_tent_basic.iff	prop	1500									
st_pr_campfire_logs_smoldering_01_01	object/tangible/storyteller/prop/pr_campfire_logs_smoldering.iff	prop	750									
st_pr_atf_sith_altar	object/tangible/storyteller/prop/pr_atf_sith_altar.iff	prop	3750									
st_pr_clone_barc_speeder	object/tangible/storyteller/prop/pr_clone_barc_speeder.iff	prop	1625									
st_pr_destroyed_transport_1	object/tangible/storyteller/prop/pr_destroyed_transport_1.iff	prop	4500									
st_pr_destroyed_transport_2	object/tangible/storyteller/prop/pr_destroyed_transport_2.iff	prop	4500									
st_pr_edb_all_meat_s01	object/tangible/storyteller/prop/pr_edb_all_meat_s01.iff	prop	375									
st_pr_eqp_bacta_tank_lg	object/tangible/storyteller/prop/pr_eqp_bacta_tank_lg.iff	prop	1450									
st_pr_eqp_bones_must_monster_jaw_large	object/tangible/storyteller/prop/pr_eqp_bones_must_monster_jaw_large.iff	prop	1600
st_pr_eqp_bones_must_monster_jaw_small	object/tangible/storyteller/prop/pr_eqp_bones_must_monster_jaw_small.iff	prop	1125
st_pr_eqp_camping_chair_s1	object/tangible/storyteller/prop/pr_eqp_camping_chair_s1.iff	prop	625
st_pr_eqp_camping_chair_s2	object/tangible/storyteller/prop/pr_eqp_camping_chair_s2.iff	prop	625
