objid	container	server_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	scripts	objvars
i	i	h	i	f	f	f	f	f	f	f	s	p
-185784705	0	object/building/general/bunker_imperial_detainment_center_01.iff	0	1625.48	398	1895.8	0.671178	0	0.741297	0		portalProperty.crc|0|1975171258|$|
-1336200139	-185784705	object/cell/cell.iff	1	0	0	0	1	0	0	0		$|
-1369751509	-185784705	object/cell/cell.iff	2	0	0	0	1	0	0	0		$|
-1813437071	-185784705	object/cell/cell.iff	3	0	0	0	1	0	0	0		$|
-949702823	-185784705	object/cell/cell.iff	4	0	0	0	1	0	0	0		$|
-1826738138	-185784705	object/cell/cell.iff	5	0	0	0	1	0	0	0		$|
-1088977967	-185784705	object/cell/cell.iff	6	0	0	0	1	0	0	0		$|
-448591721	-185784705	object/cell/cell.iff	7	0	0	0	1	0	0	0		$|
-759651764	-185784705	object/cell/cell.iff	8	0	0	0	1	0	0	0		$|
-1601803071	-185784705	object/cell/cell.iff	9	0	0	0	1	0	0	0		$|
-2034178253	-185784705	object/cell/cell.iff	10	0	0	0	1	0	0	0		$|
-1458422990	-185784705	object/cell/cell.iff	11	0	0	0	1	0	0	0		$|
-644670235	-185784705	object/cell/cell.iff	12	0	0	0	1	0	0	0		$|
-1086875810	-185784705	object/cell/cell.iff	13	0	0	0	1	0	0	0		$|
-1282636132	-185784705	object/cell/cell.iff	14	0	0	0	1	0	0	0		$|
-1607150644	-185784705	object/cell/cell.iff	15	0	0	0	1	0	0	0		$|
-82159257	-185784705	object/cell/cell.iff	16	0	0	0	1	0	0	0		$|
-1593698500	-185784705	object/cell/cell.iff	17	0	0	0	1	0	0	0		$|
-277570119	-1369751509	object/tangible/ground_spawning/area_spawner.iff	2	-3.99719	0.25	3.21688	0.734386	0	0.678732	0	systems.spawning.spawner_area	fltMaxSpawnTime|2|120.000000|fltMinSpawnTime|2|90.000000|fltRadius|2|0.000000|intDefaultBehavior|0|1|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|registerWithController|0|1|strName|4|rebel_detainment_blastromech|strSpawnerType|4|area|strSpawns|4|rebel_detainment_blastromech|$|
-1816083477	-949702823	object/tangible/ground_spawning/area_spawner.iff	4	0.528743	-8.99	19.95	0.999528	0	-0.030716	0	systems.spawning.spawner_area	fltMaxSpawnTime|2|120.000000|fltMinSpawnTime|2|90.000000|fltRadius|2|0.000000|intDefaultBehavior|0|1|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|registerWithController|0|1|strName|4|rebel_detainment_commando|strSpawnerType|4|area|strSpawns|4|rebel_detainment_commando|$|
-1020226810	-949702823	object/tangible/ground_spawning/area_spawner.iff	4	6.168	-8.99	19.95	0.999957	0	-0.00929672	0	systems.spawning.spawner_area	fltMaxSpawnTime|2|120.000000|fltMinSpawnTime|2|90.000000|fltRadius|2|0.000000|intDefaultBehavior|0|1|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|registerWithController|0|1|strName|4|rebel_detainment_commando|strSpawnerType|4|area|strSpawns|4|rebel_detainment_commando|$|
-822776274	-949702823	object/tangible/ground_spawning/area_spawner.iff	4	-3.9	-8.99	24.8037	0.757783	0	0.652507	0	systems.spawning.spawner_area	fltMaxSpawnTime|2|120.000000|fltMinSpawnTime|2|90.000000|fltRadius|2|0.000000|intDefaultBehavior|0|1|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|registerWithController|0|1|strName|4|rebel_detainment_commando|strSpawnerType|4|area|strSpawns|4|rebel_detainment_commando|$|
-659650650	-949702823	object/tangible/ground_spawning/area_spawner.iff	4	3.69134	-8.99	30.3508	0.0489404	0	0.998802	0	systems.spawning.spawner_area	fltMaxSpawnTime|2|120.000000|fltMinSpawnTime|2|90.000000|fltRadius|2|0.000000|intDefaultBehavior|0|1|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|registerWithController|0|1|strName|4|reb_empireday_detentionboss_rebtrooper|strSpawnerType|4|area|strSpawns|4|reb_empireday_detentionboss_rebtrooper|$|
-261044382	-949702823	object/tangible/ground_spawning/area_spawner.iff	4	-3.9	-8.99	29.9312	0.711192	0	0.702998	0	systems.spawning.spawner_area	fltMaxSpawnTime|2|120.000000|fltMinSpawnTime|2|90.000000|fltRadius|2|0.000000|intDefaultBehavior|0|1|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|registerWithController|0|1|strName|4|rebel_detainment_commando|strSpawnerType|4|area|strSpawns|4|rebel_detainment_commando|$|
