strTemplate	intMinDifficulty	intMaxDifficulty	strDetailTemplate	strIdFileName	intStringId	intSize	intNumToSpawn	strTemplateToSpawn	intMinReward	intMaxReward	strBuildingType	strLairType	strObjective	strObjectiveTarget	fltKillPercentage	strTargetType
s	i	i	s	s	i	i	i	s	i	I	s	s	s	s	f	s
object/tangible/lair/npc_lair.iff	70	90	object/tangible/lair/base/poi_all_lair_rocks_large_fog_red.iff			35			490	1260	none	yavin4_stintaril_herd_neutral_none		object/tangible/lair/base/poi_all_lair_rocks_large_fog_red.iff		creature
object/tangible/lair/npc_lair.iff	70	90	object/tangible/lair/base/poi_all_lair_rocks_small_evil_fire_red.iff			35			490	1260	none	yavin4_tanc_herd_neutral_none		object/tangible/lair/base/poi_all_lair_rocks_small_evil_fire_red.iff		creature
object/tangible/lair/npc_lair.iff	70	90	object/tangible/lair/base/poi_all_lair_rocks_small_evil_fire_small.iff			35			490	1260	none	yavin4_tanc_mite_lair_neutral_medium		object/tangible/lair/base/poi_all_lair_rocks_small_evil_fire_small.iff		creature
object/tangible/lair/npc_lair.iff	70	90	object/tangible/lair/base/poi_all_lair_rocks_small_fog_gray.iff			35			490	1260	none	yavin4_tanc_mite_pack_neutral_none		object/tangible/lair/base/poi_all_lair_rocks_small_fog_gray.iff		creature
object/tangible/lair/npc_lair.iff	70	90	object/tangible/lair/base/poi_all_lair_rocks_small_fog_green.iff			35			525	1350	none	yavin4_tybis_herd_neutral_none		object/tangible/lair/base/poi_all_lair_rocks_small_fog_green.iff		creature
object/tangible/lair/npc_lair.iff	70	90	object/tangible/lair/base/poi_all_lair_rocks_large_fog_red.iff			35			560	1440	none	yavin4_choku_herd_neutral_none		object/tangible/lair/base/poi_all_lair_rocks_large_fog_red.iff		creature
object/tangible/lair/npc_lair.iff	70	90	object/tangible/lair/base/poi_all_lair_rocks_small_fog_green.iff			35			595	1530	none	yavin4_mamien_herd_neutral_none		object/tangible/lair/base/poi_all_lair_rocks_small_fog_green.iff		creature
object/tangible/lair/npc_lair.iff	70	90	object/tangible/lair/base/poi_all_lair_rock_shelter_large_evil_fire_red.iff			35			630	1620	none	yavin4_choku_lair_neutral_medium		object/tangible/lair/base/poi_all_lair_rock_shelter_large_evil_fire_red.iff		creature
object/tangible/lair/npc_lair.iff	70	90	object/tangible/lair/base/poi_all_lair_rocks_small_fog_mustard.iff			35			665	1710	none	yavin4_mamien_lair_neutral_medium		object/tangible/lair/base/poi_all_lair_rocks_small_fog_mustard.iff		creature
object/tangible/lair/npc_lair.iff	70	90	object/tangible/lair/base/poi_all_lair_rock_shelter_small_evil_fire_small.iff			35			665	1710	none	yavin4_stintaril_lair_neutral_medium		object/tangible/lair/base/poi_all_lair_rock_shelter_small_evil_fire_small.iff		creature
