area	x1	z1	x2	z2	useClipRect	clipRectX1	clipRectZ1	clipRectX2	clipRectZ2	envFlags	envFlagsExclude	useOrigin	originX	originZ	compositeX1	compositeZ1	compositeX2	compositeZ2	compositeName	isolated	allowMap	internal	allowRadarTerrain	eventRequired
s	f	f	f	f	b[0]	f[0]	f[0]	f[0]	f[0]	i[0xff]	i[0x00]	b[0]	f[0]	f[0]	f[0]	f[0]	f[0]	f[0]	s	b[1]	b[1]	b[0]	b[1]	s
mustafar_main_nw	-6880	2848	-2304	6976	1	-6880	-1024	1120	6976			1	-2304	2848	-6880	-1024	1120	6976	mustafar_main					
mustafar_main_ne	-2304	2848	1120	6976	1	-6880	-1024	1120	6976			1	-2304	2848	-6880	-1024	1120	6976	mustafar_main					
mustafar_main_sw	-6880	-1024	-3480	2848	1	-6880	-1024	1120	6976			1	-2304	2848	-6880	-1024	1120	6976	mustafar_main					
mustafar_main_se	-3480	-1024	1120	2848	1	-6880	-1024	1120	6976			1	-2304	2848	-6880	-1024	1120	6976	mustafar_main					
mustafar_volcano	1552	6016	2576	7040	1						0x1										0			
mustafar_volcano	1552	4592	2576	5616	1						0x1										0			
mustafar_volcano	1552	3168	2576	4192	1						0x1										0			
mustafar_volcano	1552	1744	2576	2768	1						0x1										0			
mustafar_volcano	1552	320	2576	1344	1						0x1										0			
mustafar_volcano	1552	-1104	2576	-80	1						0x1										0			
mustafar_volcano	3040	6014	4064	7038	1																0			
mustafar_volcano	3040	4590	4064	5614	1																0			
mustafar_volcano	3040	3166	4064	4190	1																0			
mustafar_volcano	3040	1742	4064	2766	1																0			
mustafar_volcano	3040	318	4064	1342	1																0		
mustafar_volcano	3040	-1106	4064	-82	1																0		
mustafar_droid_army	4560	5952	5072	6464	1																0		
mustafar_droid_army	4560	5020	5072	5532	1																0		
mustafar_droid_army	4560	4032	5072	4544	1																0		
mustafar_droid_army	4560	3088	5072	3600	1																0		
mustafar_droid_army	4560	2160	5072	2672	1																0		
mustafar_droid_army	4560	1168	5072	1680	1																0		
mustafar_droid_army	4560	192	5072	704	1																0		
mustafar_droid_army	4560	-741	5072	-229	1																0		
uplink_cave	5700	6000	6200	6500	1																0		0
uplink_cave	5700	5300	6200	5800	1																0		0
uplink_cave	5700	4600	6200	5100	1																0		0
uplink_cave	5700	3900	6200	4400	1																0		0
uplink_cave	5700	3200	6200	3700	1																0		0
uplink_cave	5700	2500	6200	3000	1																0		0
uplink_cave	5700	1800	6200	2300	1																0		0
uplink_cave	5700	1100	6200	1600	1																0		0
obiwan_crystal_cave	6500	6700	7000	7200	1																0		0
obiwan_crystal_cave	6500	6000	7000	6500	1																0		0
obiwan_crystal_cave	6500	5300	7000	5800	1																0		0
obiwan_crystal_cave	6500	4600	7000	5100	1																0		0
obiwan_crystal_cave	6500	3900	7000	4400	1																0		0
obiwan_crystal_cave	6500	3200	7000	3700	1																0		0
obiwan_crystal_cave	6500	2500	7000	3000	1																0		0
obiwan_crystal_cave	6500	1800	7000	2300	1																0		0
obiwan_crystal_cave	6500	1100	7000	1600	1																0		0
obiwan_crystal_cave	6500	400	7000	900	1																0		0
obiwan_crystal_cave	6500	-300	7000	200	1																0		0
obiwan_crystal_cave	6500	-1000	7000	-500	1																0		0
decrepit_droid_factory	-7000	-3000	-6500	-2500	1																0		0
decrepit_droid_factory	-6300	-3000	-5800	-2500	1																0		0
decrepit_droid_factory	-5600	-3000	-5100	-2500	1																0		0
decrepit_droid_factory	-4900	-3000	-4400	-2500	1																0		0
decrepit_droid_factory	-4200	-3000	-3700	-2500	1																0		0
decrepit_droid_factory	-3500	-3000	-3000	-2500	1																0		0
decrepit_droid_factory	-2800	-3000	-2300	-2500	1																0		0
decrepit_droid_factory	-2100	-3000	-1600	-2500	1																0		0
working_droid_factory	-7000	-4000	-6500	-3500	1																0		0
working_droid_factory	-6300	-4000	-5800	-3500	1																0		0
working_droid_factory	-5600	-4000	-5100	-3500	1																0		0
working_droid_factory	-4900	-4000	-4400	-3500	1																0		0
working_droid_factory	-4200	-4000	-3700	-3500	1																0		0
working_droid_factory	-3500	-4000	-3000	-3500	1																0		0
working_droid_factory	-2800	-4000	-2300	-3500	1																0		0
working_droid_factory	-2100	-4000	-1600	-3500	1																0		0
working_droid_factory	-1400	-4000	-900	-3500	1																0		0
working_droid_factory	-700	-4000	-200	-3500	1																0		0
working_droid_factory	0	-4000	500	-3500	1																0		0
working_droid_factory	700	-4000	1200	-3500	1																0		0
old_republic_facility	-7000	-5000	-6500	-4500	1																0		0
old_republic_facility	-6300	-5000	-5800	-4500	1																0		0
old_republic_facility	-5600	-5000	-5100	-4500	1																0		0
old_republic_facility	-4900	-5000	-4400	-4500	1																0		0
old_republic_facility	-4200	-5000	-3700	-4500	1																0		0
old_republic_facility	-3500	-5000	-3000	-4500	1																0		0
old_republic_facility	-2800	-5000	-2300	-4500	1																0		0
old_republic_facility	-2100	-5000	-1600	-4500	1																0		0
old_republic_facility	-1400	-5000	-900	-4500	1																0		0
old_republic_facility	-700	-5000	-200	-4500	1																0		0
old_republic_facility	0	-5000	500	-4500	1																0		0
old_republic_facility	700	-5000	1200	-4500	1																0		0
sher_kar_cave	-7000	-6000	-6500	-5500	1																0		0
sher_kar_cave	-6300	-6000	-5800	-5500	1																0		0
sher_kar_cave	-5600	-6000	-5100	-5500	1																0		0
sher_kar_cave	-4900	-6000	-4400	-5500	1																0		0
sher_kar_cave	-4200	-6000	-3700	-5500	1																0		0
sher_kar_cave	-3500	-6000	-3000	-5500	1																0		0
sher_kar_cave	-2800	-6000	-2300	-5500	1																0		0
sher_kar_cave	-2100	-6000	-1600	-5500	1																0		0
sher_kar_cave	-1400	-6000	-900	-5500	1																0		0
sher_kar_cave	-700	-6000	-200	-5500	1																0		0
sher_kar_cave	0	-6000	500	-5500	1																0		0
sher_kar_cave	700	-6000	1200	-5500	1																0		0
