area	x1	z1	x2	z2	useClipRect	clipRectX1	clipRectZ1	clipRectX2	clipRectZ2	envFlags	envFlagsExclude	useOrigin	originX	originZ	compositeX1	compositeZ1	compositeX2	compositeZ2	compositeName	isolated	allowMap	internal	allowRadarTerrain	eventRequired
s	f	f	f	f	b[0]	f[0]	f[0]	f[0]	f[0]	i[0xff]	i[0x00]	b[0]	f[0]	f[0]	f[0]	f[0]	f[0]	f[0]	s	b[0]	b[1]	b[1]	b[1]	s
lok_1_1	-8192	-8192	-6144	-6144																				
lok_1_2	-8192	-6144	-6144	-4096																				
lok_1_3	-8192	-4096	-6144	-2048																				
lok_1_4	-8192	-2048	-6144	0																				
lok_1_5	-8192	0	-6144	2048																				
lok_1_6	-8192	2048	-6144	4096																				
lok_1_7	-8192	4096	-6144	6144																				
lok_1_8	-8192	6144	-6144	8192																				
lok_2_1	-6144	-8192	-4096	-6144																				
lok_2_2	-6144	-6144	-4096	-4096																				
lok_2_3	-6144	-4096	-4096	-2048																				
lok_2_4	-6144	-2048	-4096	0																				
lok_2_5	-6144	0	-4096	2048																				
lok_2_6	-6144	2048	-4096	4096																				
lok_2_7	-6144	4096	-4096	6144																				
lok_2_8	-6144	6144	-4096	8192																				
lok_3_1	-4096	-8192	-2048	-6144																				
lok_3_2	-4096	-6144	-2048	-4096																				
lok_3_3	-4096	-4096	-2048	-2048																				
lok_3_4	-4096	-2048	-2048	0																				
lok_3_5	-4096	0	-2048	2048																				
lok_3_6	-4096	2048	-2048	4096																				
lok_3_7	-4096	4096	-2048	6144																				
lok_3_8	-4096	6144	-2048	8192																				
lok_4_1	-2048	-8192	0	-6144																				
lok_4_2	-2048	-6144	0	-4096																				
lok_4_3	-2048	-4096	0	-2048																				
empireday_imp_outpost	-2048	-4096	0	-2048																				empireday_ceremony
lok_4_4	-2048	-2048	0	0																				
lok_4_5	-2048	0	0	2048																				
lok_4_6	-2048	2048	0	4096																				
lok_4_7	-2048	4096	0	6144																				
lok_4_8	-2048	6144	0	8192																				
lok_5_1	0	-8192	2048	-6144																				
lok_5_2	0	-6144	2048	-4096																				
lok_5_3	0	-4096	2048	-2048																				
lok_5_4	0	-2048	2048	0																				
lok_5_5	0	0	2048	2048																				
lok_5_6	0	2048	2048	4096																				
lok_5_7	0	4096	2048	6144																				
remembranceday_nyms	0	4096	2048	6144																				empireday_ceremony
lok_5_8	0	6144	2048	8192																				
lok_6_1	2048	-8192	4096	-6144																				
lok_6_2	2048	-6144	4096	-4096																				
lok_6_3	2048	-4096	4096	-2048																				
lok_6_4	2048	-2048	4096	0																				
lok_6_5	2048	0	4096	2048
lok_6_6	2048	2048	4096	4096
lok_6_7	2048	4096	4096	6144
lok_6_8	2048	6144	4096	8192
lok_7_1	4096	-8192	6144	-6144
lok_7_2	4096	-6144	6144	-4096
lok_7_3	4096	-4096	6144	-2048
lok_7_4	4096	-2048	6144	0
lok_7_5	4096	0	6144	2048
lok_7_6	4096	2048	6144	4096
lok_7_7	4096	4096	6144	6144
lok_7_8	4096	6144	6144	8192
lok_8_1	6144	-8192	8192	-6144
lok_8_2	6144	-6144	8192	-4096
lok_8_3	6144	-4096	8192	-2048
lok_8_4	6144	-2048	8192	0
lok_8_5	6144	0	8192	2048
lok_8_6	6144	2048	8192	4096
lok_8_7	6144	4096	8192	6144
lok_8_8	6144	6144	8192	8192
