speciesNum	SpeciesName	Skeleton	CanSit	CanLieDown	combatMode	Container	Speaking
i	s	s	i[0]	i[1]	"e(none=0,defaultWeapon=1,equipWeapon=2,specialWeapon=3)[defaultWeapon]"	b[0]	b[0]
0	SPECIES_HUMAN	human		0			
1	SPECIES_RODIAN	human		0			
2	SPECIES_TRANDOSHAN	human		0			
3	SPECIES_MON_CALAMARI	human		0			
4	SPECIES_WOOKIEE	human		0			
5	SPECIES_BOTHAN	human		0			
6	SPECIES_TWILEK	human		0			
7	SPECIES_ZABRAK	human		0			
8	SPECIES_ABYSSIN	human		0			
9	SPECIES_AQUALISH	human		0			
10	SPECIES_ARCONA	human		0			
11	SPECIES_ASKAJIAN	human		0			
12	SPECIES_BITH	human		0			
13	SPECIES_BOMARR_MONK	human		0			
14	SPECIES_CHADRA_FAN	ewok		0
15	SPECIES_CHEVIN	chevin		0
16	SPECIES_DANTARI	human		0
17	SPECIES_DEVARONIAN	human		0
18	SPECIES_DRALL	drall		0
19	SPECIES_DUG	human		0
20	SPECIES_DUROS	human		0
21	SPECIES_ELOMIN	human		0
22	SPECIES_EWOK	ewok		0
23	SPECIES_FEEORIN	human		0
24	SPECIES_FROG_DOG	human		0
25	SPECIES_GAMORREAN	human		0
26	SPECIES_GORAX	gorax		0
27	SPECIES_GOTAL	human		0
28	SPECIES_GRAN	human		0
29	SPECIES_GUNGAN	human		0
30	SPECIES_GUPIN	human		0
31	SPECIES_HUTT	hutt		0
32	SPECIES_ISHI_TIB	human		0
33	SPECIES_ITHORIAN	human		0
34	SPECIES_JAWA	human		0
35	SPECIES_KIFFU	human		0
36	SPECIES_KITONAK	human		0
37	SPECIES_KLATOOINIAN	human		0
38	SPECIES_KOWAKIAN_MONKEY_LIZARD	human		0
39	SPECIES_KUBAZ	human		0
40	SPECIES_MARAUDER	human		0
41	SPECIES_MASSASSI_WARRIOR	human		0
42	SPECIES_NIKTO	human		0
43	SPECIES_ORTOLAN	human		0
44	SPECIES_PALOWICK	human		0
45	SPECIES_PHLOG	human		0
46	SPECIES_QUARREN	human		0
47	SPECIES_SELONIAN	selonian		0
48	SPECIES_SHISTAVANEN	human		0
49	SPECIES_SULLUSTAN	human		0
50	SPECIES_TALZ	human		0
51	SPECIES_TEEK	human		0
52	SPECIES_TULGAH	tulgah		0
53	SPECIES_TOYDARIAN	human		0
54	SPECIES_TUSKEN_RAIDER	human		0
55	SPECIES_WEEQUAY	human		0
56	SPECIES_WHIFFID	whiphid		0
57	SPECIES_WISTIE	human		0
58	SPECIES_YUZZUM	human		0
59	SPECIES_FIORAN	human		0
60	SPECIES_ANGLER	spider		0
61	SPECIES_BAGERASET	camel		
62	SPECIES_BANTHA	elephant		
63	SPECIES_BARK_MITE	insect_basic		0
64	SPECIES_BAZ_NITCH	bird_turkey		
65	SPECIES_BEARDED_JAX	cat_domestic	1	
66	SPECIES_BLACKFISH	fish_basic		0
67	SPECIES_BLISTMOK	dinosaurid		
68	SPECIES_BLUEFISH	fish_basic		0
69	SPECIES_BLURRG	tauntaun		0
70	SPECIES_BOAR_WOLF	pig	1	
71	SPECIES_BOCATT	lizard_basic		
72	SPECIES_BOL	dewback		
73	SPECIES_BOLLE_BOL	giraffe		
74	SPECIES_BOLMA	dewback		
75	SPECIES_BORDOK	horse		
76	SPECIES_BORGLE	bat		0
77	SPECIES_BRACKASET	camel		
